Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
41	2169		41<-45<-34<-49<-36<-48<-29
42	2320		42<-47<-29
43	4103		43<-45<-34<-49<-36<-48<-29
44	3361		44<-15<-48<-29
45	1953		45<-34<-49<-36<-48<-29
46	1512		46<-29
47	1768		47<-29
48	1358		48<-29
49	1824		49<-36<-48<-29
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	6078		0<-45<-49<-47<-44<-23
1	2994		1<-49<-47<-44<-23
2	3690		2<-48<-9<-44<-23
3	3695		3<-46<-40<-49<-47<-44<-23
4	2468		4<-47<-44<-23
5	3093		5<-44<-23
6	2569		6<-44<-23
7	1187		7<-44<-23
8	2038		8<-47<-44<-23
9	924		9<-44<-23
10	4207		10<-48<-9<-44<-23
11	8184		11<-47<-44<-23
12	3143		12<-49<-47<-44<-23
13	3375		13<-48<-9<-44<-23
14	5088		14<-44<-23
15	3314		15<-45<-49<-47<-44<-23
16	2773		16<-49<-47<-44<-23
17	4940		17<-48<-9<-44<-23
18	5458		18<-45<-49<-47<-44<-23
19	4512		19<-47<-44<-23
20	2117		20<-47<-44<-23
21	2132		21<-47<-44<-23
22	3536		22<-48<-9<-44<-23
23	0		23
24	1889		24<-23
25	3024		25<-47<-44<-23
26	4660		26<-49<-47<-44<-23
27	3435		27<-45<-49<-47<-44<-23
28	5776		28<-47<-44<-23
29	3226		29<-49<-47<-44<-23
30	2173		30<-47<-44<-23
31	3050		31<-48<-9<-44<-23
32	3316		32<-45<-49<-47<-44<-23
33	1787		33<-47<-44<-23
34	4234		34<-46<-40<-49<-47<-44<-23
35	5858		35<-45<-49<-47<-44<-23
36	5328		36<-47<-44<-23
37	5667		37<-46<-40<-49<-47<-44<-23
38	3529		38<-47<-44<-23
39	2118		39<-47<-44<-23
40	2423		40<-49<-47<-44<-23
41	2079		41<-49<-47<-44<-23
42	2024		42<-49<-47<-44<-23
43	3755		43<-49<-47<-44<-23
44	790		44<-23
45	3014		45<-49<-47<-44<-23
46	2794		46<-40<-49<-47<-44<-23
47	1599		47<-44<-23
48	2223		48<-9<-44<-23
49	1810		49<-47<-44<-23
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 36
Cel	Dystans	Sciezka	
0	3616		0<-48<-35<-36
1	6361		1<-46<-35<-36
2	3671		2<-48<-35<-36
3	3043		3<-46<-35<-36
4	4492		4<-46<-35<-36
5	2589		5<-46<-35<-36
6	3630		6<-45<-36
7	4622		7<-45<-36
8	7357		8<-49<-17<-46<-35<-36
9	7778		9<-49<-17<-46<-35<-36
10	2990		10<-46<-35<-36
11	3577		11<-46<-35<-36
12	6817		12<-48<-35<-36
13	4791		13<-49<-17<-46<-35<-36
14	6479		14<-15<-45<-36
15	4952		15<-45<-36
16	3822		16<-46<-35<-36
17	3021		17<-46<-35<-36
18	3215		18<-17<-46<-35<-36
19	3912		19<-20<-21<-46<-35<-36
20	3722		20<-21<-46<-35<-36
21	3267		21<-46<-35<-36
22	6154		22<-49<-17<-46<-35<-36
23	4956		23<-47<-10<-46<-35<-36
24	4594		24<-46<-35<-36
25	4968		25<-26<-46<-35<-36
26	3373		26<-46<-35<-36
27	3527		27<-48<-35<-36
28	3512		28<-46<-35<-36
29	5539		29<-30<-45<-36
30	5242		30<-45<-36
31	5034		31<-45<-36
32	6165		32<-33<-46<-35<-36
33	2759		33<-46<-35<-36
34	4451		34<-33<-46<-35<-36
35	2154		35<-36
36	0		36
37	3251		37<-46<-35<-36
38	4921		38<-45<-36
39	5171		39<-47<-10<-46<-35<-36
40	5997		40<-47<-10<-46<-35<-36
41	4742		41<-45<-36
42	5532		42<-48<-35<-36
43	3580		43<-45<-36
44	5241		44<-16<-46<-35<-36
45	3361		45<-36
46	2385		46<-35<-36
47	3843		47<-10<-46<-35<-36
48	3121		48<-35<-36
49	4468		49<-17<-46<-35<-36
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 28
Cel	Dystans	Sciezka	
0	1643		0<-44<-45<-28
1	2031		1<-0<-44<-45<-28
2	1941		2<-48<-44<-45<-28
3	2624		3<-45<-28
4	4520		4<-3<-45<-28
5	3415		5<-44<-45<-28
6	3079		6<-44<-45<-28
7	3894		7<-45<-28
8	3360		8<-46<-26<-45<-28
9	3466		9<-44<-45<-28
10	4833		10<-49<-28
11	1538		11<-45<-28
12	3201		12<-11<-45<-28
13	3085		13<-46<-26<-45<-28
14	1547		14<-45<-28
15	3113		15<-16<-49<-28
16	2265		16<-49<-28
17	2920		17<-48<-44<-45<-28
18	2361		18<-48<-44<-45<-28
19	3129		19<-45<-28
20	2181		20<-49<-28
21	1496		21<-45<-28
22	4567		22<-46<-26<-45<-28
23	3718		23<-49<-28
24	895		24<-44<-45<-28
25	2855		25<-26<-45<-28
26	647		26<-45<-28
27	1973		27<-48<-44<-45<-28
28	0		28
29	2165		29<-46<-26<-45<-28
30	4916		30<-47<-38<-45<-28
31	3005		31<-49<-28
32	1947		32<-45<-28
33	4192		33<-48<-44<-45<-28
34	2644		34<-49<-28
35	3057		35<-45<-28
36	2581		36<-49<-28
37	2944		37<-36<-49<-28
38	2699		38<-45<-28
39	2694		39<-48<-44<-45<-28
40	4709		40<-48<-44<-45<-28
41	4919		41<-48<-44<-45<-28
42	5283		42<-45<-28
43	4515		43<-44<-45<-28
44	743		44<-45<-28
45	603		45<-28
46	1938		46<-26<-45<-28
47	2913		47<-38<-45<-28
48	1801		48<-44<-45<-28
49	1993		49<-28
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	7648		0<-45<-47<-14
1	8138		1<-45<-47<-14
2	8005		2<-3<-44<-14
3	6780		3<-44<-14
4	7358		4<-3<-44<-14
5	6568		5<-44<-14
6	7994		6<-45<-47<-14
7	9911		7<-8<-44<-14
8	7059		8<-44<-14
9	7079		9<-8<-44<-14
10	7697		10<-44<-14
11	6239		11<-47<-14
12	7748		12<-49<-14
13	6841		13<-44<-14
14	0		14
15	5711		15<-14
16	6680		16<-44<-14
17	6080		17<-47<-14
18	8870		18<-44<-14
19	5948		19<-47<-14
20	7114		20<-47<-14
21	7506		21<-47<-14
22	7111		22<-23<-45<-47<-14
23	6944		23<-45<-47<-14
24	6955		24<-45<-47<-14
25	9821		25<-49<-14
26	6674		26<-47<-14
27	7650		27<-26<-47<-14
28	6951		28<-47<-14
29	7142		29<-48<-11<-47<-14
30	11022		30<-46<-11<-47<-14
31	7154		31<-47<-14
32	6596		32<-48<-11<-47<-14
33	8261		33<-49<-14
34	7092		34<-48<-11<-47<-14
35	9749		35<-49<-14
36	7324		36<-48<-11<-47<-14
37	8631		37<-38<-45<-47<-14
38	6709		38<-45<-47<-14
39	6680		39<-45<-47<-14
40	7868		40<-48<-11<-47<-14
41	7140		41<-48<-11<-47<-14
42	8742		42<-46<-11<-47<-14
43	6872		43<-45<-47<-14
44	5794		44<-14
45	6549		45<-47<-14
46	7187		46<-11<-47<-14
47	5643		47<-14
48	6289		48<-11<-47<-14
49	6867		49<-14
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 35
Cel	Dystans	Sciezka	
0	8388		0<-44<-47<-35
1	8614		1<-49<-47<-35
2	6300		2<-47<-35
3	5889		3<-47<-35
4	7190		4<-44<-47<-35
5	4823		5<-45<-35
6	5697		6<-49<-47<-35
7	6116		7<-49<-47<-35
8	5919		8<-9<-10<-44<-47<-35
9	5613		9<-10<-44<-47<-35
10	5209		10<-44<-47<-35
11	5623		11<-45<-35
12	5326		12<-45<-35
13	4794		13<-49<-47<-35
14	7337		14<-44<-47<-35
15	6766		15<-48<-49<-47<-35
16	7291		16<-15<-48<-49<-47<-35
17	5875		17<-49<-47<-35
18	9350		18<-46<-49<-47<-35
19	7218		19<-48<-49<-47<-35
20	8929		20<-45<-35
21	6716		21<-22<-45<-35
22	4675		22<-45<-35
23	6972		23<-49<-47<-35
24	4268		24<-47<-35
25	5784		25<-49<-47<-35
26	5411		26<-48<-49<-47<-35
27	6398		27<-26<-48<-49<-47<-35
28	5999		28<-47<-35
29	5833		29<-48<-49<-47<-35
30	5081		30<-45<-35
31	5083		31<-45<-35
32	5178		32<-47<-35
33	4081		33<-34<-35
34	4068		34<-35
35	0		35
36	5856		36<-35
37	6351		37<-36<-35
38	5499		38<-39<-40<-47<-35
39	5325		39<-40<-47<-35
40	4525		40<-47<-35
41	5526		41<-48<-49<-47<-35
42	6495		42<-43<-47<-35
43	5767		43<-47<-35
44	4965		44<-47<-35
45	4028		45<-35
46	4948		46<-49<-47<-35
47	4163		47<-35
48	4578		48<-49<-47<-35
49	4525		49<-47<-35
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 37
Cel	Dystans	Sciezka	
0	6142		0<-48<-37
1	7942		1<-49<-34<-45<-37
2	5399		2<-45<-37
3	4243		3<-47<-39<-45<-37
4	6267		4<-47<-39<-45<-37
5	4973		5<-47<-39<-45<-37
6	6448		6<-47<-39<-45<-37
7	8559		7<-46<-14<-13<-12<-45<-37
8	4619		8<-47<-39<-45<-37
9	3796		9<-45<-37
10	5499		10<-47<-39<-45<-37
11	8252		11<-48<-37
12	2852		12<-45<-37
13	3458		13<-12<-45<-37
14	3800		14<-13<-12<-45<-37
15	4022		15<-45<-37
16	4976		16<-17<-48<-37
17	3524		17<-48<-37
18	2995		18<-45<-37
19	3539		19<-48<-37
20	4210		20<-44<-43<-45<-37
21	3575		21<-47<-39<-45<-37
22	5143		22<-44<-43<-45<-37
23	5990		23<-49<-34<-45<-37
24	6366		24<-25<-46<-14<-13<-12<-45<-37
25	6034		25<-46<-14<-13<-12<-45<-37
26	3463		26<-45<-37
27	4444		27<-45<-37
28	7017		28<-45<-37
29	6567		29<-45<-37
30	5324		30<-47<-39<-45<-37
31	3659		31<-47<-39<-45<-37
32	3289		32<-45<-37
33	3968		33<-47<-39<-45<-37
34	3696		34<-45<-37
35	5383		35<-47<-39<-45<-37
36	2454		36<-37
37	0		37
38	4240		38<-47<-39<-45<-37
39	2990		39<-45<-37
40	6162		40<-46<-14<-13<-12<-45<-37
41	6192		41<-46<-14<-13<-12<-45<-37
42	4621		42<-49<-34<-45<-37
43	2999		43<-45<-37
44	3879		44<-43<-45<-37
45	2692		45<-37
46	4578		46<-14<-13<-12<-45<-37
47	3225		47<-39<-45<-37
48	3210		48<-37
49	4617		49<-34<-45<-37
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	3407		0<-45<-14<-15
1	6019		1<-48<-15
2	5999		2<-49<-47<-0<-45<-14<-15
3	5067		3<-47<-0<-45<-14<-15
4	4866		4<-44<-15
5	6704		5<-46<-29<-45<-14<-15
6	6566		6<-48<-15
7	7151		7<-8<-9<-45<-14<-15
8	5217		8<-9<-45<-14<-15
9	4844		9<-45<-14<-15
10	4148		10<-45<-14<-15
11	5348		11<-45<-14<-15
12	4833		12<-44<-15
13	5209		13<-14<-15
14	2231		14<-15
15	0		15
16	3546		16<-45<-14<-15
17	5035		17<-44<-15
18	5383		18<-47<-0<-45<-14<-15
19	5426		19<-44<-15
20	7521		20<-49<-47<-0<-45<-14<-15
21	6727		21<-44<-15
22	4919		22<-44<-15
23	5560		23<-22<-44<-15
24	5669		24<-44<-15
25	6720		25<-26<-48<-15
26	6630		26<-48<-15
27	8250		27<-49<-47<-0<-45<-14<-15
28	6991		28<-29<-45<-14<-15
29	5009		29<-45<-14<-15
30	5653		30<-47<-0<-45<-14<-15
31	8054		31<-45<-14<-15
32	8019		32<-45<-14<-15
33	6992		33<-48<-15
34	6039		34<-49<-47<-0<-45<-14<-15
35	5242		35<-47<-0<-45<-14<-15
36	6668		36<-45<-14<-15
37	5881		37<-45<-14<-15
38	6274		38<-37<-45<-14<-15
39	5590		39<-45<-14<-15
40	7434		40<-45<-14<-15
41	3448		41<-45<-14<-15
42	5739		42<-46<-29<-45<-14<-15
43	6214		43<-46<-29<-45<-14<-15
44	4740		44<-15
45	3290		45<-14<-15
46	5621		46<-29<-45<-14<-15
47	5052		47<-0<-45<-14<-15
48	5744		48<-15
49	5120		49<-47<-0<-45<-14<-15
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	1273		0<-44<-15<-14
1	2141		1<-45<-0<-44<-15<-14
2	2930		2<-3<-46<-44<-15<-14
3	2122		3<-46<-44<-15<-14
4	1861		4<-49<-41<-45<-0<-44<-15<-14
5	1548		5<-44<-15<-14
6	4164		6<-45<-0<-44<-15<-14
7	3093		7<-48<-49<-41<-45<-0<-44<-15<-14
8	4126		8<-49<-41<-45<-0<-44<-15<-14
9	3873		9<-46<-44<-15<-14
10	2782		10<-46<-44<-15<-14
11	5246		11<-49<-41<-45<-0<-44<-15<-14
12	3079		12<-44<-15<-14
13	2688		13<-49<-41<-45<-0<-44<-15<-14
14	0		14
15	602		15<-14
16	2309		16<-48<-49<-41<-45<-0<-44<-15<-14
17	1833		17<-47<-45<-0<-44<-15<-14
18	3418		18<-47<-45<-0<-44<-15<-14
19	1849		19<-20<-47<-45<-0<-44<-15<-14
20	1760		20<-47<-45<-0<-44<-15<-14
21	2398		21<-22<-48<-49<-41<-45<-0<-44<-15<-14
22	2138		22<-48<-49<-41<-45<-0<-44<-15<-14
23	3015		23<-44<-15<-14
24	1840		24<-49<-41<-45<-0<-44<-15<-14
25	2752		25<-24<-49<-41<-45<-0<-44<-15<-14
26	3392		26<-48<-49<-41<-45<-0<-44<-15<-14
27	2158		27<-46<-44<-15<-14
28	3786		28<-45<-0<-44<-15<-14
29	4303		29<-46<-44<-15<-14
30	4681		30<-48<-49<-41<-45<-0<-44<-15<-14
31	1653		31<-47<-45<-0<-44<-15<-14
32	2545		32<-49<-41<-45<-0<-44<-15<-14
33	6549		33<-32<-49<-41<-45<-0<-44<-15<-14
34	6625		34<-48<-49<-41<-45<-0<-44<-15<-14
35	2870		35<-49<-41<-45<-0<-44<-15<-14
36	1738		36<-47<-45<-0<-44<-15<-14
37	2789		37<-38<-45<-0<-44<-15<-14
38	1536		38<-45<-0<-44<-15<-14
39	4510		39<-38<-45<-0<-44<-15<-14
40	3844		40<-48<-49<-41<-45<-0<-44<-15<-14
41	1329		41<-45<-0<-44<-15<-14
42	4631		42<-49<-41<-45<-0<-44<-15<-14
43	3287		43<-49<-41<-45<-0<-44<-15<-14
44	1266		44<-15<-14
45	1287		45<-0<-44<-15<-14
46	1985		46<-44<-15<-14
47	1491		47<-45<-0<-44<-15<-14
48	1871		48<-49<-41<-45<-0<-44<-15<-14
49	1535		49<-41<-45<-0<-44<-15<-14
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	1984		0<-46<-15
1	1444		1<-44<-20<-46<-15
2	1816		2<-46<-15
3	4578		3<-49<-42<-47<-15
4	2437		4<-46<-15
5	844		5<-47<-15
6	5576		6<-49<-42<-47<-15
7	617		7<-48<-47<-15
8	3460		8<-7<-48<-47<-15
9	1923		9<-45<-40<-47<-15
10	1824		10<-45<-40<-47<-15
11	2329		11<-45<-40<-47<-15
12	4091		12<-47<-15
13	4295		13<-14<-48<-47<-15
14	1487		14<-48<-47<-15
15	0		15
16	1167		16<-47<-15
17	1638		17<-44<-20<-46<-15
18	2107		18<-46<-15
19	2757		19<-45<-40<-47<-15
20	900		20<-46<-15
21	2349		21<-20<-46<-15
22	1413		22<-45<-40<-47<-15
23	1325		23<-44<-20<-46<-15
24	2271		24<-44<-20<-46<-15
25	1141		25<-48<-47<-15
26	1960		26<-48<-47<-15
27	3950		27<-47<-15
28	1417		28<-45<-40<-47<-15
29	3403		29<-48<-47<-15
30	3897		30<-29<-48<-47<-15
31	627		31<-48<-47<-15
32	952		32<-47<-15
33	2357		33<-48<-47<-15
34	1222		34<-47<-15
35	2439		35<-47<-15
36	1231		36<-47<-15
37	1260		37<-48<-47<-15
38	1084		38<-46<-15
39	1637		39<-45<-40<-47<-15
40	960		40<-47<-15
41	3034		41<-46<-15
42	399		42<-47<-15
43	1125		43<-47<-15
44	1222		44<-20<-46<-15
45	1247		45<-40<-47<-15
46	860		46<-15
47	278		47<-15
48	514		48<-47<-15
49	2241		49<-42<-47<-15
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	3668		0<-44<-20
1	5357		1<-46<-20
2	2720		2<-47<-20
3	2717		3<-49<-41<-40<-46<-20
4	2497		4<-47<-20
5	1915		5<-46<-20
6	2434		6<-48<-39<-46<-20
7	2913		7<-46<-20
8	2748		8<-44<-20
9	3013		9<-47<-20
10	1233		10<-46<-20
11	2343		11<-48<-39<-46<-20
12	2788		12<-48<-39<-46<-20
13	3163		13<-45<-41<-40<-46<-20
14	1574		14<-48<-39<-46<-20
15	2653		15<-47<-20
16	7833		16<-45<-41<-40<-46<-20
17	2594		17<-47<-20
18	2542		18<-45<-41<-40<-46<-20
19	3758		19<-46<-20
20	0		20
21	2989		21<-44<-20
22	3392		22<-46<-20
23	6324		23<-49<-41<-40<-46<-20
24	3401		24<-46<-20
25	3633		25<-24<-46<-20
26	3500		26<-46<-20
27	1213		27<-46<-20
28	3997		28<-47<-20
29	2965		29<-49<-41<-40<-46<-20
30	4677		30<-45<-41<-40<-46<-20
31	2684		31<-45<-41<-40<-46<-20
32	2494		32<-46<-20
33	4084		33<-48<-39<-46<-20
34	4560		34<-35<-49<-41<-40<-46<-20
35	4542		35<-49<-41<-40<-46<-20
36	3659		36<-48<-39<-46<-20
37	3140		37<-38<-45<-41<-40<-46<-20
38	2818		38<-45<-41<-40<-46<-20
39	1221		39<-46<-20
40	1143		40<-46<-20
41	1450		41<-40<-46<-20
42	5758		42<-41<-40<-46<-20
43	2242		43<-46<-20
44	1956		44<-20
45	2442		45<-41<-40<-46<-20
46	1108		46<-20
47	2355		47<-20
48	1542		48<-39<-46<-20
49	2230		49<-41<-40<-46<-20
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	3521		0<-49<-4<-5<-48<-12
1	2578		1<-46<-30<-48<-12
2	3114		2<-48<-12
3	2533		3<-48<-12
4	2179		4<-5<-48<-12
5	1978		5<-48<-12
6	1516		6<-48<-12
7	3497		7<-46<-30<-48<-12
8	2191		8<-48<-12
9	1931		9<-48<-12
10	1343		10<-11<-12
11	1305		11<-12
12	0		12
13	3067		13<-49<-4<-5<-48<-12
14	1881		14<-48<-12
15	2472		15<-48<-12
16	2340		16<-46<-30<-48<-12
17	5011		17<-47<-29<-48<-12
18	4497		18<-49<-4<-5<-48<-12
19	3261		19<-20<-47<-29<-48<-12
20	2079		20<-47<-29<-48<-12
21	1775		21<-48<-12
22	1651		22<-47<-29<-48<-12
23	3687		23<-48<-12
24	2874		24<-47<-29<-48<-12
25	4471		25<-26<-48<-12
26	2811		26<-48<-12
27	3285		27<-48<-12
28	4265		28<-29<-48<-12
29	783		29<-48<-12
30	705		30<-48<-12
31	2588		31<-46<-30<-48<-12
32	3570		32<-33<-34<-48<-12
33	2643		33<-34<-48<-12
34	1692		34<-48<-12
35	2321		35<-36<-48<-12
36	1194		36<-48<-12
37	2730		37<-48<-12
38	3614		38<-49<-4<-5<-48<-12
39	2835		39<-49<-4<-5<-48<-12
40	4183		40<-48<-12
41	2953		41<-47<-29<-48<-12
42	5551		42<-43<-48<-12
43	4660		43<-48<-12
44	2255		44<-14<-48<-12
45	3044		45<-3<-48<-12
46	2103		46<-30<-48<-12
47	1511		47<-29<-48<-12
48	477		48<-12
49	2815		49<-4<-5<-48<-12
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 49
Cel	Dystans	Sciezka	
0	645		0<-45<-36<-49
1	1737		1<-45<-36<-49
2	1108		2<-44<-17<-49
3	1275		3<-48<-27<-45<-36<-49
4	1555		4<-45<-36<-49
5	1998		5<-4<-45<-36<-49
6	1639		6<-44<-17<-49
7	2102		7<-48<-27<-45<-36<-49
8	2052		8<-9<-44<-17<-49
9	1694		9<-44<-17<-49
10	2135		10<-49
11	2369		11<-46<-44<-17<-49
12	708		12<-45<-36<-49
13	2552		13<-48<-27<-45<-36<-49
14	3476		14<-49
15	2166		15<-49
16	2408		16<-49
17	735		17<-49
18	1598		18<-45<-36<-49
19	1306		19<-49
20	1359		20<-19<-49
21	699		21<-49
22	1881		22<-44<-17<-49
23	2898		23<-47<-28<-29<-49
24	3317		24<-47<-28<-29<-49
25	1127		25<-45<-36<-49
26	734		26<-49
27	839		27<-45<-36<-49
28	539		28<-29<-49
29	396		29<-49
30	1523		30<-45<-36<-49
31	2852		31<-32<-49
32	110		32<-49
33	986		33<-47<-28<-29<-49
34	2172		34<-35<-48<-27<-45<-36<-49
35	991		35<-48<-27<-45<-36<-49
36	264		36<-49
37	3669		37<-49
38	2264		38<-49
39	1936		39<-48<-27<-45<-36<-49
40	3206		40<-39<-48<-27<-45<-36<-49
41	2448		41<-45<-36<-49
42	957		42<-48<-27<-45<-36<-49
43	2307		43<-47<-28<-29<-49
44	947		44<-17<-49
45	540		45<-36<-49
46	1632		46<-44<-17<-49
47	674		47<-28<-29<-49
48	889		48<-27<-45<-36<-49
49	0		49
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	7371		0<-46<-10
1	6504		1<-2<-49<-10
2	5281		2<-49<-10
3	5875		3<-2<-49<-10
4	4968		4<-47<-10
5	5470		5<-4<-47<-10
6	6389		6<-46<-10
7	7363		7<-49<-10
8	6188		8<-46<-10
9	4858		9<-45<-41<-49<-10
10	0		10
11	6876		11<-49<-10
12	6711		12<-48<-29<-49<-10
13	8776		13<-44<-23<-49<-10
14	6505		14<-45<-41<-49<-10
15	5573		15<-47<-10
16	7405		16<-44<-23<-49<-10
17	5501		17<-45<-41<-49<-10
18	5951		18<-47<-10
19	6239		19<-18<-47<-10
20	6333		20<-44<-23<-49<-10
21	5873		21<-46<-10
22	7059		22<-49<-10
23	4565		23<-49<-10
24	5534		24<-49<-10
25	5872		25<-46<-10
26	6861		26<-25<-46<-10
27	6078		27<-46<-10
28	5298		28<-29<-49<-10
29	4521		29<-49<-10
30	5576		30<-49<-10
31	7011		31<-45<-41<-49<-10
32	7300		32<-48<-29<-49<-10
33	7443		33<-45<-41<-49<-10
34	5975		34<-49<-10
35	6709		35<-49<-10
36	4881		36<-49<-10
37	6790		37<-45<-41<-49<-10
38	9460		38<-48<-29<-49<-10
39	6610		39<-49<-10
40	7152		40<-46<-10
41	4071		41<-49<-10
42	5768		42<-49<-10
43	5922		43<-47<-10
44	6184		44<-23<-49<-10
45	4733		45<-41<-49<-10
46	5783		46<-10
47	4953		47<-10
48	6374		48<-29<-49<-10
49	4070		49<-10
Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	7904		0<-45<-44<-10
1	4327		1<-47<-10
2	549		2<-44<-10
3	1448		3<-47<-10
4	2253		4<-44<-10
5	1887		5<-6<-44<-10
6	489		6<-44<-10
7	1142		7<-44<-10
8	2291		8<-48<-44<-10
9	3106		9<-44<-10
10	0		10
11	2465		11<-47<-10
12	1987		12<-49<-6<-44<-10
13	1222		13<-44<-10
14	2396		14<-48<-44<-10
15	2196		15<-47<-10
16	1639		16<-46<-10
17	1841		17<-16<-46<-10
18	2433		18<-19<-44<-10
19	2124		19<-44<-10
20	3039		20<-46<-10
21	1443		21<-46<-10
22	1871		22<-48<-44<-10
23	5736		23<-22<-48<-44<-10
24	6109		24<-45<-44<-10
25	3271		25<-48<-44<-10
26	1666		26<-27<-46<-10
27	1596		27<-46<-10
28	3066		28<-47<-10
29	2793		29<-49<-6<-44<-10
30	2210		30<-46<-10
31	1786		31<-47<-10
32	2314		32<-45<-44<-10
33	3023		33<-34<-35<-47<-10
34	2701		34<-35<-47<-10
35	2174		35<-47<-10
36	1225		36<-47<-10
37	1426		37<-46<-10
38	6935		38<-46<-10
39	1641		39<-45<-44<-10
40	3606		40<-46<-10
41	2587		41<-48<-44<-10
42	1646		42<-43<-44<-10
43	997		43<-44<-10
44	36		44<-10
45	1248		45<-44<-10
46	1385		46<-10
47	1167		47<-10
48	1160		48<-44<-10
49	1869		49<-6<-44<-10
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	1916		0<-46<-43<-9<-45<-38<-6
1	2437		1<-41<-46<-43<-9<-45<-38<-6
2	2135		2<-45<-38<-6
3	2358		3<-37<-19<-18<-38<-6
4	2539		4<-48<-13<-38<-6
5	1486		5<-45<-38<-6
6	0		6
7	1139		7<-6
8	2956		8<-37<-19<-18<-38<-6
9	1363		9<-45<-38<-6
10	2591		10<-43<-9<-45<-38<-6
11	2038		11<-43<-9<-45<-38<-6
12	2539		12<-37<-19<-18<-38<-6
13	1185		13<-38<-6
14	2695		14<-40<-38<-6
15	1882		15<-49<-45<-38<-6
16	2782		16<-39<-7<-6
17	2614		17<-44<-20<-38<-6
18	1218		18<-38<-6
19	1357		19<-18<-38<-6
20	1589		20<-38<-6
21	2669		21<-40<-38<-6
22	3838		22<-49<-45<-38<-6
23	1656		23<-43<-9<-45<-38<-6
24	2227		24<-41<-46<-43<-9<-45<-38<-6
25	2776		25<-46<-43<-9<-45<-38<-6
26	2025		26<-49<-45<-38<-6
27	2872		27<-26<-49<-45<-38<-6
28	1571		28<-40<-38<-6
29	1401		29<-38<-6
30	2110		30<-29<-38<-6
31	1781		31<-45<-38<-6
32	2101		32<-37<-19<-18<-38<-6
33	1831		33<-43<-9<-45<-38<-6
34	2061		34<-38<-6
35	1794		35<-43<-9<-45<-38<-6
36	1825		36<-40<-38<-6
37	1983		37<-19<-18<-38<-6
38	1170		38<-6
39	1988		39<-7<-6
40	1491		40<-38<-6
41	1860		41<-46<-43<-9<-45<-38<-6
42	2170		42<-28<-40<-38<-6
43	1497		43<-9<-45<-38<-6
44	2294		44<-20<-38<-6
45	1199		45<-38<-6
46	1574		46<-43<-9<-45<-38<-6
47	2089		47<-34<-38<-6
48	2261		48<-13<-38<-6
49	1835		49<-45<-38<-6
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	1768		0<-45<-10
1	2024		1<-0<-45<-10
2	2990		2<-39<-44<-10
3	1860		3<-43<-6<-44<-10
4	3032		4<-43<-6<-44<-10
5	2231		5<-43<-6<-44<-10
6	1165		6<-44<-10
7	3779		7<-43<-6<-44<-10
8	2255		8<-36<-37<-28<-29<-44<-10
9	1078		9<-39<-44<-10
10	0		10
11	2830		11<-45<-10
12	844		12<-44<-10
13	3882		13<-47<-35<-45<-10
14	1802		14<-42<-9<-39<-44<-10
15	2273		15<-44<-10
16	764		16<-44<-10
17	2248		17<-44<-10
18	2217		18<-19<-48<-10
19	1787		19<-48<-10
20	1677		20<-39<-44<-10
21	1981		21<-38<-3<-43<-6<-44<-10
22	1880		22<-45<-10
23	2707		23<-40<-44<-10
24	1891		24<-43<-6<-44<-10
25	2395		25<-41<-49<-40<-44<-10
26	3411		26<-42<-9<-39<-44<-10
27	1231		27<-39<-44<-10
28	1437		28<-29<-44<-10
29	1359		29<-44<-10
30	3239		30<-49<-40<-44<-10
31	1889		31<-42<-9<-39<-44<-10
32	1911		32<-40<-44<-10
33	1265		33<-40<-44<-10
34	1158		34<-39<-44<-10
35	2748		35<-45<-10
36	1926		36<-37<-28<-29<-44<-10
