Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
23	387		23<-22<-31<-32
24	1329		24<-33<-48<-32
25	754		25<-26<-1<-32
26	647		26<-1<-32
27	438		27<-7<-32
28	1106		28<-10<-32
29	955		29<-7<-32
30	793		30<-7<-32
31	117		31<-32
32	0		32
33	664		33<-48<-32
34	474		34<-23<-22<-31<-32
35	664		35<-11<-48<-32
36	535		36<-1<-32
37	919		37<-41<-7<-32
38	848		38<-27<-7<-32
39	1293		39<-34<-23<-22<-31<-32
40	911		40<-36<-1<-32
41	412		41<-7<-32
42	469		42<-27<-7<-32
43	851		43<-44<-31<-32
44	814		44<-31<-32
45	601		45<-32
46	1102		46<-30<-7<-32
47	330		47<-1<-32
48	179		48<-32
49	914		49<-33<-48<-32
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 44
Cel	Dystans	Sciezka	
0	251		0<-44
1	1657		1<-29<-44
2	1151		2<-43<-0<-44
3	621		3<-45<-42<-44
4	810		4<-29<-44
5	721		5<-45<-42<-44
6	1406		6<-33<-4<-29<-44
7	956		7<-44
8	782		8<-35<-42<-44
9	1186		9<-34<-0<-44
10	1915		10<-41<-35<-42<-44
11	1345		11<-49<-18<-42<-44
12	1229		12<-27<-44
13	878		13<-35<-42<-44
14	1099		14<-15<-46<-42<-44
15	827		15<-46<-42<-44
16	883		16<-35<-42<-44
17	702		17<-44
18	406		18<-42<-44
19	500		19<-45<-42<-44
20	1940		20<-29<-44
21	1249		21<-33<-4<-29<-44
22	1590		22<-41<-35<-42<-44
23	1513		23<-43<-0<-44
24	720		24<-34<-0<-44
25	1396		25<-32<-15<-46<-42<-44
26	1342		26<-7<-44
27	124		27<-44
28	814		28<-24<-34<-0<-44
29	206		29<-44
30	1145		30<-45<-42<-44
31	563		31<-35<-42<-44
32	1018		32<-15<-46<-42<-44
33	1119		33<-4<-29<-44
34	705		34<-0<-44
35	555		35<-42<-44
36	1171		36<-42<-44
37	1297		37<-45<-42<-44
38	1553		38<-48<-19<-45<-42<-44
39	687		39<-19<-45<-42<-44
40	2265		40<-31<-35<-42<-44
41	720		41<-35<-42<-44
42	172		42<-44
43	995		43<-0<-44
44	0		44
45	427		45<-42<-44
46	780		46<-42<-44
47	1213		47<-45<-42<-44
48	955		48<-19<-45<-42<-44
49	759		49<-18<-42<-44
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 33
Cel	Dystans	Sciezka	
0	1141		0<-29<-33
1	2526		1<-48<-9<-44<-24<-47<-16<-33
2	2219		2<-45<-42<-20<-33
3	1427		3<-33
4	1931		4<-3<-33
5	1851		5<-26<-25<-24<-47<-16<-33
6	1782		6<-38<-33
7	1313		7<-47<-16<-33
8	2067		8<-44<-24<-47<-16<-33
9	1658		9<-44<-24<-47<-16<-33
10	1821		10<-42<-20<-33
11	2084		11<-47<-16<-33
12	1572		12<-47<-16<-33
13	1543		13<-30<-47<-16<-33
14	1078		14<-47<-16<-33
15	1857		15<-34<-16<-33
16	459		16<-33
17	1992		17<-35<-16<-33
18	1848		18<-42<-20<-33
19	2086		19<-28<-25<-24<-47<-16<-33
20	1162		20<-33
21	2232		21<-49<-34<-16<-33
22	1818		22<-48<-9<-44<-24<-47<-16<-33
23	2913		23<-30<-47<-16<-33
24	1136		24<-47<-16<-33
25	1278		25<-24<-47<-16<-33
26	1614		26<-25<-24<-47<-16<-33
27	1776		27<-26<-25<-24<-47<-16<-33
28	1473		28<-25<-24<-47<-16<-33
29	1062		29<-33
30	1229		30<-47<-16<-33
31	1632		31<-16<-33
32	1742		32<-13<-30<-47<-16<-33
33	0		33
34	1736		34<-16<-33
35	1484		35<-16<-33
36	1652		36<-33
37	2175		37<-27<-26<-25<-24<-47<-16<-33
38	1521		38<-33
39	2357		39<-13<-30<-47<-16<-33
40	2177		40<-49<-34<-16<-33
41	1620		41<-26<-25<-24<-47<-16<-33
42	1587		42<-20<-33
43	2897		43<-0<-29<-33
44	1568		44<-24<-47<-16<-33
45	1699		45<-42<-20<-33
46	2020		46<-38<-33
47	499		47<-16<-33
48	1712		48<-9<-44<-24<-47<-16<-33
49	1776		49<-34<-16<-33
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	649		0<-26<-3<-31<-30
1	934		1<-0<-26<-3<-31<-30
2	514		2<-26<-3<-31<-30
3	317		3<-31<-30
4	783		4<-29<-3<-31<-30
5	766		5<-6<-47<-11<-29<-3<-31<-30
6	753		6<-47<-11<-29<-3<-31<-30
7	491		7<-28<-26<-3<-31<-30
8	423		8<-26<-3<-31<-30
9	727		9<-28<-26<-3<-31<-30
10	1853		10<-29<-3<-31<-30
11	450		11<-29<-3<-31<-30
12	1426		12<-40<-28<-26<-3<-31<-30
13	716		13<-44<-28<-26<-3<-31<-30
14	926		14<-45<-44<-28<-26<-3<-31<-30
15	1009		15<-46<-7<-28<-26<-3<-31<-30
16	1274		16<-27<-46<-7<-28<-26<-3<-31<-30
17	408		17<-30
18	676		18<-39<-3<-31<-30
19	1416		19<-36<-42<-26<-3<-31<-30
20	1464		20<-36<-42<-26<-3<-31<-30
21	860		21<-45<-44<-28<-26<-3<-31<-30
22	357		22<-31<-30
23	1158		23<-43<-38<-29<-3<-31<-30
24	1052		24<-28<-26<-3<-31<-30
25	870		25<-48<-0<-26<-3<-31<-30
26	395		26<-3<-31<-30
27	780		27<-46<-7<-28<-26<-3<-31<-30
28	415		28<-26<-3<-31<-30
29	381		29<-3<-31<-30
30	0		30
31	234		31<-30
32	1208		32<-48<-0<-26<-3<-31<-30
33	777		33<-31<-30
34	782		34<-11<-29<-3<-31<-30
35	1145		35<-27<-46<-7<-28<-26<-3<-31<-30
36	1015		36<-42<-26<-3<-31<-30
37	1151		37<-3<-31<-30
38	409		38<-29<-3<-31<-30
39	651		39<-3<-31<-30
40	1054		40<-28<-26<-3<-31<-30
41	959		41<-2<-26<-3<-31<-30
42	856		42<-26<-3<-31<-30
43	573		43<-38<-29<-3<-31<-30
44	689		44<-28<-26<-3<-31<-30
45	716		45<-44<-28<-26<-3<-31<-30
46	583		46<-7<-28<-26<-3<-31<-30
47	462		47<-11<-29<-3<-31<-30
48	716		48<-0<-26<-3<-31<-30
49	536		49<-38<-29<-3<-31<-30
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1989		0<-37<-33<-10<-31<-4
1	2072		1<-27<-36<-4
2	1769		2<-36<-4
3	1644		3<-46<-17<-31<-4
4	0		4
5	1691		5<-33<-10<-31<-4
6	1440		6<-7<-31<-4
7	898		7<-31<-4
8	1935		8<-40<-10<-31<-4
9	3094		9<-39<-28<-4
10	1313		10<-31<-4
11	2050		11<-43<-46<-17<-31<-4
12	2349		12<-29<-36<-4
13	2690		13<-31<-4
14	1996		14<-27<-36<-4
15	1430		15<-35<-17<-31<-4
16	1787		16<-15<-35<-17<-31<-4
17	1070		17<-31<-4
18	1933		18<-32<-45<-17<-31<-4
19	2177		19<-30<-44<-40<-10<-31<-4
20	1921		20<-30<-44<-40<-10<-31<-4
21	2366		21<-38<-15<-35<-17<-31<-4
22	2151		22<-28<-4
23	2327		23<-42<-33<-10<-31<-4
24	2535		24<-28<-4
25	1807		25<-44<-40<-10<-31<-4
26	1854		26<-34<-31<-4
27	1430		27<-36<-4
28	1740		28<-4
29	1889		29<-36<-4
30	1567		30<-44<-40<-10<-31<-4
31	821		31<-4
32	1661		32<-45<-17<-31<-4
33	1438		33<-10<-31<-4
34	1732		34<-31<-4
35	1415		35<-17<-31<-4
36	1324		36<-4
37	1615		37<-33<-10<-31<-4
38	2218		38<-15<-35<-17<-31<-4
39	2115		39<-28<-4
40	1342		40<-10<-31<-4
41	1953		41<-40<-10<-31<-4
42	1887		42<-33<-10<-31<-4
43	1887		43<-46<-17<-31<-4
44	1446		44<-40<-10<-31<-4
45	1445		45<-17<-31<-4
46	1560		46<-17<-31<-4
47	2017		47<-3<-46<-17<-31<-4
48	1969		48<-29<-36<-4
49	2216		49<-2<-36<-4
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 48
Cel	Dystans	Sciezka	
0	1338		0<-30<-12<-31<-3<-41<-38<-48
1	1972		1<-2<-41<-38<-48
2	550		2<-41<-38<-48
3	832		3<-41<-38<-48
4	917		4<-29<-15<-48
5	787		5<-37<-41<-38<-48
6	2003		6<-36<-47<-24<-37<-41<-38<-48
7	972		7<-34<-48
8	1611		8<-40<-24<-37<-41<-38<-48
9	1282		9<-10<-48
10	859		10<-48
11	1261		11<-29<-15<-48
12	1094		12<-31<-3<-41<-38<-48
13	425		13<-41<-38<-48
14	1287		14<-29<-15<-48
15	440		15<-48
16	511		16<-41<-38<-48
17	919		17<-35<-13<-41<-38<-48
18	1646		18<-41<-38<-48
19	1537		19<-45<-24<-37<-41<-38<-48
20	797		20<-41<-38<-48
21	795		21<-48
22	478		22<-48
23	1621		23<-36<-47<-24<-37<-41<-38<-48
24	754		24<-37<-41<-38<-48
25	1551		25<-39<-29<-15<-48
26	934		26<-42<-21<-48
27	194		27<-48
28	1070		28<-20<-41<-38<-48
29	701		29<-15<-48
30	1121		30<-12<-31<-3<-41<-38<-48
31	867		31<-3<-41<-38<-48
32	865		32<-38<-48
33	1173		33<-29<-15<-48
34	875		34<-48
35	888		35<-13<-41<-38<-48
36	1616		36<-47<-24<-37<-41<-38<-48
37	623		37<-41<-38<-48
38	215		38<-48
39	1014		39<-29<-15<-48
40	1014		40<-24<-37<-41<-38<-48
41	322		41<-38<-48
42	847		42<-21<-48
43	1367		43<-22<-48
44	1321		44<-47<-24<-37<-41<-38<-48
45	973		45<-24<-37<-41<-38<-48
46	628		46<-37<-41<-38<-48
47	1274		47<-24<-37<-41<-38<-48
48	0		48
49	780		49<-24<-37<-41<-38<-48
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 22
Cel	Dystans	Sciezka	
0	1834		0<-37<-17<-44<-22
1	2757		1<-27<-17<-44<-22
2	2207		2<-36<-27<-17<-44<-22
3	3020		3<-40<-42<-31<-32<-21<-22
4	1791		4<-31<-32<-21<-22
5	2118		5<-4<-31<-32<-21<-22
6	1715		6<-31<-32<-21<-22
7	1795		7<-30<-32<-21<-22
8	3032		8<-30<-32<-21<-22
9	2983		9<-33<-0<-37<-17<-44<-22
10	2135		10<-27<-17<-44<-22
11	2426		11<-49<-48<-44<-22
12	2673		12<-11<-49<-48<-44<-22
13	1991		13<-44<-22
14	1324		14<-44<-22
15	2008		15<-26<-14<-44<-22
16	2708		16<-46<-44<-22
17	1169		17<-44<-22
18	2779		18<-31<-32<-21<-22
19	2489		19<-45<-48<-44<-22
20	1692		20<-31<-32<-21<-22
21	897		21<-22
22	0		22
23	3225		23<-37<-17<-44<-22
24	2774		24<-47<-28<-37<-17<-44<-22
25	2286		25<-31<-32<-21<-22
26	1951		26<-14<-44<-22
27	1382		27<-17<-44<-22
28	1948		28<-37<-17<-44<-22
29	2859		29<-31<-32<-21<-22
30	1763		30<-32<-21<-22
31	1659		31<-32<-21<-22
32	1149		32<-21<-22
33	2340		33<-0<-37<-17<-44<-22
34	2360		34<-4<-31<-32<-21<-22
35	2721		35<-14<-44<-22
36	2133		36<-27<-17<-44<-22
37	1331		37<-17<-44<-22
38	1920		38<-14<-44<-22
39	2726		39<-40<-42<-31<-32<-21<-22
40	2215		40<-42<-31<-32<-21<-22
41	2633		41<-42<-31<-32<-21<-22
42	2074		42<-31<-32<-21<-22
43	2294		43<-6<-31<-32<-21<-22
44	1089		44<-22
45	2205		45<-48<-44<-22
46	2192		46<-44<-22
47	2562		47<-28<-37<-17<-44<-22
48	1870		48<-44<-22
49	2067		49<-48<-44<-22
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	832		0<-36<-42<-27
1	1745		1<-31<-29<-33<-7<-36<-42<-27
2	978		2<-27
3	296		3<-27
4	604		4<-33<-7<-36<-42<-27
5	832		5<-29<-33<-7<-36<-42<-27
6	1339		6<-43<-40<-25<-42<-27
7	566		7<-36<-42<-27
8	927		8<-30<-11<-44<-3<-27
9	1090		9<-44<-3<-27
10	1662		10<-48<-26<-37<-3<-27
11	809		11<-44<-3<-27
12	790		12<-42<-27
13	1520		13<-39<-18<-27
14	1170		14<-34<-21<-44<-3<-27
15	724		15<-40<-25<-42<-27
16	599		16<-27
17	588		17<-37<-3<-27
18	563		18<-27
19	734		19<-36<-42<-27
20	1504		20<-37<-3<-27
21	979		21<-44<-3<-27
22	847		22<-37<-3<-27
23	1803		23<-28<-31<-29<-33<-7<-36<-42<-27
24	1137		24<-49<-8<-30<-11<-44<-3<-27
25	555		25<-42<-27
26	640		26<-37<-3<-27
27	0		27
28	1137		28<-31<-29<-33<-7<-36<-42<-27
29	746		29<-33<-7<-36<-42<-27
30	837		30<-11<-44<-3<-27
31	831		31<-29<-33<-7<-36<-42<-27
32	1198		32<-3<-27
33	597		33<-7<-36<-42<-27
34	1135		34<-21<-44<-3<-27
35	853		35<-26<-37<-3<-27
36	559		36<-42<-27
37	348		37<-3<-27
38	1557		38<-26<-37<-3<-27
39	906		39<-18<-27
40	600		40<-25<-42<-27
41	1113		41<-0<-36<-42<-27
42	111		42<-27
43	861		43<-40<-25<-42<-27
44	704		44<-3<-27
45	1209		45<-26<-37<-3<-27
46	860		46<-25<-42<-27
47	736		47<-18<-27
48	664		48<-26<-37<-3<-27
49	1006		49<-8<-30<-11<-44<-3<-27
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1642		0<-1<-34<-16<-31<-13
1	768		1<-34<-16<-31<-13
2	1047		2<-40<-1<-34<-16<-31<-13
3	2653		3<-28<-40<-1<-34<-16<-31<-13
4	1368		4<-32<-7<-31<-13
5	961		5<-34<-16<-31<-13
6	1162		6<-28<-40<-1<-34<-16<-31<-13
7	757		7<-31<-13
8	1997		8<-29<-40<-1<-34<-16<-31<-13
9	1824		9<-35<-40<-1<-34<-16<-31<-13
10	1530		10<-39<-37<-45<-31<-13
11	2120		11<-31<-13
12	1161		12<-45<-31<-13
13	0		13
14	1059		14<-26<-34<-16<-31<-13
15	1694		15<-27<-7<-31<-13
16	686		16<-31<-13
17	1535		17<-27<-7<-31<-13
18	1016		18<-31<-13
19	845		19<-40<-1<-34<-16<-31<-13
20	2199		20<-31<-13
21	2920		21<-36<-34<-16<-31<-13
22	1191		22<-46<-33<-35<-40<-1<-34<-16<-31<-13
23	1801		23<-31<-13
24	1876		24<-31<-13
25	3667		25<-48<-34<-16<-31<-13
26	953		26<-34<-16<-31<-13
27	767		27<-7<-31<-13
28	1148		28<-40<-1<-34<-16<-31<-13
29	1425		29<-40<-1<-34<-16<-31<-13
30	1481		30<-43<-34<-16<-31<-13
31	617		31<-13
32	1266		32<-7<-31<-13
33	952		33<-35<-40<-1<-34<-16<-31<-13
34	752		34<-16<-31<-13
35	873		35<-40<-1<-34<-16<-31<-13
36	765		36<-34<-16<-31<-13
37	1035		37<-45<-31<-13
38	993		38<-35<-40<-1<-34<-16<-31<-13
39	1067		39<-37<-45<-31<-13
40	841		40<-1<-34<-16<-31<-13
41	1573		41<-32<-7<-31<-13
42	1951		42<-13
43	1055		43<-34<-16<-31<-13
44	1122		44<-46<-33<-35<-40<-1<-34<-16<-31<-13
45	1022		45<-31<-13
46	1033		46<-33<-35<-40<-1<-34<-16<-31<-13
47	1151		47<-27<-7<-31<-13
48	1676		48<-34<-16<-31<-13
49	1665		49<-47<-27<-7<-31<-13
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 36
Cel	Dystans	Sciezka	
0	1424		0<-43<-40<-42<-36
1	1195		1<-42<-36
2	690		2<-45<-36
3	813		3<-2<-45<-36
4	911		4<-47<-11<-32<-42<-36
5	135		5<-36
6	998		6<-5<-36
7	385		7<-45<-36
8	1402		8<-35<-3<-2<-45<-36
9	1220		9<-29<-36
10	831		10<-29<-36
11	514		11<-32<-42<-36
12	1259		12<-36
13	796		13<-32<-42<-36
14	774		14<-41<-5<-36
15	1277		15<-47<-11<-32<-42<-36
16	1612		16<-44<-37<-45<-36
17	1183		17<-49<-32<-42<-36
18	809		18<-40<-42<-36
19	826		19<-43<-40<-42<-36
20	1326		20<-47<-11<-32<-42<-36
21	735		21<-43<-40<-42<-36
22	309		22<-36
23	706		23<-36
24	1776		24<-49<-32<-42<-36
25	1193		25<-28<-49<-32<-42<-36
26	940		26<-14<-41<-5<-36
27	911		27<-18<-40<-42<-36
28	896		28<-49<-32<-42<-36
29	805		29<-36
30	1245		30<-5<-36
31	1137		31<-41<-5<-36
32	502		32<-42<-36
33	1217		33<-31<-41<-5<-36
34	1204		34<-17<-49<-32<-42<-36
35	1278		35<-3<-2<-45<-36
36	0		36
37	901		37<-45<-36
38	1091		38<-47<-11<-32<-42<-36
39	1004		39<-21<-43<-40<-42<-36
40	326		40<-42<-36
41	582		41<-5<-36
42	103		42<-36
43	678		43<-40<-42<-36
44	1114		44<-37<-45<-36
45	151		45<-36
46	1057		46<-22<-36
47	819		47<-11<-32<-42<-36
48	1139		48<-45<-36
49	852		49<-32<-42<-36
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	2128		0<-29<-31<-26<-49<-13
1	1284		1<-48<-13
2	1575		2<-31<-26<-49<-13
3	1895		3<-36<-49<-13
4	1514		4<-26<-49<-13
5	1553		5<-36<-49<-13
6	1824		6<-38<-20<-30<-31<-26<-49<-13
7	1430		7<-30<-31<-26<-49<-13
8	1957		8<-49<-13
9	2209		9<-31<-26<-49<-13
10	2037		10<-26<-49<-13
11	1389		11<-31<-26<-49<-13
12	2363		12<-32<-7<-30<-31<-26<-49<-13
13	0		13
14	1319		14<-31<-26<-49<-13
15	2099		15<-14<-31<-26<-49<-13
16	1525		16<-31<-26<-49<-13
17	2114		17<-35<-13
18	2744		18<-17<-35<-13
19	1921		19<-31<-26<-49<-13
20	1565		20<-30<-31<-26<-49<-13
21	2515		21<-36<-49<-13
22	4265		22<-47<-37<-30<-31<-26<-49<-13
23	1025		23<-49<-13
24	1527		24<-48<-13
25	1932		25<-35<-13
26	1033		26<-49<-13
27	1835		27<-45<-31<-26<-49<-13
28	1249		28<-13
29	1942		29<-31<-26<-49<-13
30	1209		30<-31<-26<-49<-13
31	1184		31<-26<-49<-13
32	1796		32<-7<-30<-31<-26<-49<-13
33	1556		33<-28<-13
34	1340		34<-26<-49<-13
35	1654		35<-13
36	1458		36<-49<-13
37	1797		37<-30<-31<-26<-49<-13
38	1791		38<-20<-30<-31<-26<-49<-13
39	1698		39<-26<-49<-13
40	1619		40<-20<-30<-31<-26<-49<-13
41	1962		41<-39<-26<-49<-13
42	1934		42<-28<-13
43	1950		43<-7<-30<-31<-26<-49<-13
44	1575		44<-45<-31<-26<-49<-13
45	1566		45<-31<-26<-49<-13
46	1810		46<-14<-31<-26<-49<-13
47	1812		47<-37<-30<-31<-26<-49<-13
48	1190		48<-13
49	1016		49<-13
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1236		0<-46<-25<-39<-3
1	965		1<-39<-3
2	1112		2<-38<-26<-3
3	0		3
4	1046		4<-33<-3
5	1596		5<-46<-25<-39<-3
6	1123		6<-38<-26<-3
7	1449		7<-6<-38<-26<-3
8	1345		8<-31<-38<-26<-3
9	1431		9<-41<-26<-3
10	528		10<-26<-3
11	1115		11<-39<-3
12	1247		12<-26<-3
13	1362		13<-40<-39<-3
14	1498		14<-31<-38<-26<-3
15	1778		15<-36<-1<-39<-3
16	1590		16<-42<-31<-38<-26<-3
17	1220		17<-39<-3
18	1508		18<-32<-12<-26<-3
19	829		19<-38<-26<-3
20	2175		20<-31<-38<-26<-3
21	1602		21<-42<-31<-38<-26<-3
22	1549		22<-29<-40<-39<-3
23	878		23<-31<-38<-26<-3
24	601		24<-39<-3
25	671		25<-39<-3
26	500		26<-3
27	1408		27<-17<-39<-3
28	1611		28<-25<-39<-3
29	1334		29<-40<-39<-3
30	695		30<-39<-3
31	805		31<-38<-26<-3
32	1314		32<-12<-26<-3
33	758		33<-3
34	947		34<-10<-26<-3
35	1280		35<-42<-31<-38<-26<-3
36	1415		36<-1<-39<-3
37	1622		37<-36<-1<-39<-3
38	584		38<-26<-3
39	364		39<-3
40	1055		40<-39<-3
41	1346		41<-26<-3
42	1147		42<-31<-38<-26<-3
43	1545		43<-0<-46<-25<-39<-3
44	1534		44<-46<-25<-39<-3
45	1528		45<-25<-39<-3
46	866		46<-25<-39<-3
47	1637		47<-35<-42<-31<-38<-26<-3
48	1464		48<-23<-31<-38<-26<-3
49	1223		49<-30<-39<-3
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	868		0<-27<-4<-23<-13
1	1782		1<-48<-40<-10<-13
2	1832		2<-27<-4<-23<-13
3	462		3<-13
4	708		4<-23<-13
5	1293		5<-42<-23<-13
6	1152		6<-33<-19<-30<-23<-13
7	1523		7<-29<-31<-30<-23<-13
8	1351		8<-0<-27<-4<-23<-13
9	1046		9<-27<-4<-23<-13
10	748		10<-13
11	1546		11<-24<-42<-23<-13
12	1397		12<-15<-47<-16<-42<-23<-13
13	0		13
14	1270		14<-47<-16<-42<-23<-13
15	1179		15<-47<-16<-42<-23<-13
16	874		16<-42<-23<-13
17	1189		17<-16<-42<-23<-13
18	2191		18<-31<-30<-23<-13
19	956		19<-30<-23<-13
20	1516		20<-44<-42<-23<-13
21	1563		21<-7<-29<-31<-30<-23<-13
22	1587		22<-15<-47<-16<-42<-23<-13
23	637		23<-13
24	1055		24<-42<-23<-13
25	1376		25<-5<-42<-23<-13
26	1339		26<-10<-13
27	768		27<-4<-23<-13
28	1195		28<-31<-30<-23<-13
29	1322		29<-31<-30<-23<-13
30	866		30<-23<-13
31	1168		31<-30<-23<-13
32	972		32<-10<-13
33	987		33<-19<-30<-23<-13
34	1494		34<-44<-42<-23<-13
35	1329		35<-6<-33<-19<-30<-23<-13
36	1108		36<-16<-42<-23<-13
37	1240		37<-47<-16<-42<-23<-13
38	1817		38<-20<-44<-42<-23<-13
39	1283		39<-13
40	1164		40<-10<-13
41	1262		41<-16<-42<-23<-13
42	813		42<-23<-13
43	1461		43<-46<-37<-47<-16<-42<-23<-13
44	1296		44<-42<-23<-13
45	1551		45<-4<-23<-13
46	1454		46<-37<-47<-16<-42<-23<-13
47	876		47<-16<-42<-23<-13
48	1413		48<-40<-10<-13
49	1391		49<-10<-13
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 41
Cel	Dystans	Sciezka	
0	1825		0<-10<-25<-19<-41
1	1334		1<-15<-19<-41
2	1563		2<-24<-43<-3<-19<-41
3	1198		3<-19<-41
4	1831		4<-13<-35<-41
5	1762		5<-25<-19<-41
6	1609		6<-36<-21<-41
7	1730		7<-29<-35<-41
8	1598		8<-21<-41
9	1233		9<-3<-19<-41
10	1431		10<-25<-19<-41
11	1631		11<-43<-3<-19<-41
12	1925		12<-30<-37<-46<-29<-35<-41
13	1546		13<-35<-41
14	1574		14<-39<-25<-19<-41
15	1223		15<-19<-41
16	1473		16<-35<-41
17	1872		17<-42<-39<-25<-19<-41
18	1795		18<-27<-43<-3<-19<-41
19	391		19<-41
20	1103		20<-19<-41
21	1324		21<-41
22	1553		22<-39<-25<-19<-41
23	1264		23<-43<-3<-19<-41
24	1414		24<-43<-3<-19<-41
25	1175		25<-19<-41
26	1543		26<-23<-43<-3<-19<-41
27	1294		27<-43<-3<-19<-41
28	1748		28<-29<-35<-41
29	835		29<-35<-41
30	1888		30<-37<-46<-29<-35<-41
31	1704		31<-44<-13<-35<-41
32	1588		32<-3<-19<-41
33	1850		33<-14<-39<-25<-19<-41
34	1844		34<-7<-29<-35<-41
35	764		35<-41
36	1536		36<-21<-41
37	1869		37<-46<-29<-35<-41
38	1680		38<-19<-41
39	1303		39<-25<-19<-41
40	2124		40<-25<-19<-41
41	0		41
42	1455		42<-39<-25<-19<-41
43	1225		43<-3<-19<-41
44	1626		44<-13<-35<-41
45	1504		45<-35<-41
46	912		46<-29<-35<-41
47	1414		47<-41
48	1478		48<-10<-25<-19<-41
49	1885		49<-45<-35<-41
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	945		0<-24<-37<-49<-13<-4
1	937		1<-40<-21<-13<-4
2	831		2<-17<-13<-4
3	1140		3<-40<-21<-13<-4
4	0		4
5	999		5<-35<-49<-13<-4
6	1115		6<-16<-1<-40<-21<-13<-4
7	955		7<-18<-23<-17<-13<-4
8	1593		8<-24<-37<-49<-13<-4
9	1051		9<-41<-4
10	1119		10<-36<-2<-17<-13<-4
11	1645		11<-24<-37<-49<-13<-4
12	1382		12<-0<-24<-37<-49<-13<-4
13	195		13<-4
14	785		14<-21<-13<-4
15	1540		15<-5<-35<-49<-13<-4
16	967		16<-1<-40<-21<-13<-4
17	508		17<-13<-4
18	870		18<-23<-17<-13<-4
19	1094		19<-2<-17<-13<-4
20	1068		20<-7<-18<-23<-17<-13<-4
21	392		21<-13<-4
22	1640		22<-34<-0<-24<-37<-49<-13<-4
23	565		23<-17<-13<-4
24	697		24<-37<-49<-13<-4
25	1077		25<-14<-21<-13<-4
26	1087		26<-40<-21<-13<-4
27	1060		27<-47<-4
28	650		28<-21<-13<-4
29	1704		29<-12<-0<-24<-37<-49<-13<-4
30	1053		30<-32<-21<-13<-4
31	1175		31<-28<-21<-13<-4
32	601		32<-21<-13<-4
33	987		33<-28<-21<-13<-4
34	1181		34<-0<-24<-37<-49<-13<-4
35	525		35<-49<-13<-4
36	1104		36<-2<-17<-13<-4
37	686		37<-49<-13<-4
38	1223		38<-35<-49<-13<-4
39	1249		39<-34<-0<-24<-37<-49<-13<-4
40	894		40<-21<-13<-4
41	735		41<-4
42	1360		42<-27<-47<-4
43	1779		43<-11<-24<-37<-49<-13<-4
44	1586		44<-15<-5<-35<-49<-13<-4
45	1050		45<-18<-23<-17<-13<-4
46	1002		46<-2<-17<-13<-4
47	885		47<-4
48	1633		48<-7<-18<-23<-17<-13<-4
49	497		49<-13<-4
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 37
Cel	Dystans	Sciezka	
0	1053		0<-25<-24<-33<-49<-28<-1<-7<-37
1	335		1<-7<-37
2	713		2<-26<-49<-28<-1<-7<-37
3	750		3<-29<-7<-37
4	1121		4<-24<-33<-49<-28<-1<-7<-37
5	855		5<-17<-47<-1<-7<-37
6	621		6<-8<-7<-37
7	119		7<-37
8	602		8<-7<-37
9	1125		9<-46<-10<-47<-1<-7<-37
10	604		10<-47<-1<-7<-37
11	565		11<-1<-7<-37
12	702		12<-33<-49<-28<-1<-7<-37
13	1178		13<-40<-37
14	1285		14<-26<-49<-28<-1<-7<-37
15	720		15<-7<-37
16	569		16<-37
17	782		17<-47<-1<-7<-37
18	896		18<-31<-3<-29<-7<-37
19	1258		19<-32<-1<-7<-37
20	586		20<-28<-1<-7<-37
21	948		21<-29<-7<-37
22	1273		22<-43<-24<-33<-49<-28<-1<-7<-37
23	724		23<-32<-1<-7<-37
24	693		24<-33<-49<-28<-1<-7<-37
25	949		25<-24<-33<-49<-28<-1<-7<-37
26	623		26<-49<-28<-1<-7<-37
27	945		27<-8<-7<-37
28	390		28<-1<-7<-37
29	284		29<-7<-37
30	671		30<-49<-28<-1<-7<-37
