Ilosc krawedzi 47 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
2	3638		2<-1<-18<-3
3	0		3
4	1120		4<-18<-3
5	2226		5<-18<-3
6	2204		6<-18<-3
7	5259		7<-18<-3
8	2152		8<-18<-3
9	4839		9<-8<-18<-3
10	6569		10<-9<-8<-18<-3
11	6797		11<-18<-3
12	2598		12<-18<-3
13	2940		13<-12<-18<-3
14	4029		14<-19<-5<-18<-3
15	3590		15<-18<-3
16	4501		16<-3
17	3274		17<-5<-18<-3
18	931		18<-3
19	3910		19<-5<-18<-3
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	5110		0<-17<-10
1	1623		1<-2<-17<-10
2	1526		2<-17<-10
3	3976		3<-19<-9<-10
4	2484		4<-15<-1<-2<-17<-10
5	1771		5<-17<-10
6	6988		6<-19<-9<-10
7	2551		7<-19<-9<-10
8	3016		8<-15<-1<-2<-17<-10
9	1879		9<-10
10	0		10
11	2658		11<-10
12	2813		12<-17<-10
13	5199		13<-17<-10
14	4953		14<-18<-5<-17<-10
15	2146		15<-1<-2<-17<-10
16	2650		16<-17<-10
17	326		17<-10
18	3282		18<-5<-17<-10
19	2125		19<-9<-10
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	5237		0<-16<-5
1	7363		1<-18<-13<-16<-5
2	5394		2<-17<-5
3	4723		3<-18<-13<-16<-5
4	4188		4<-16<-5
5	0		5
6	4693		6<-15<-5
7	4111		7<-18<-13<-16<-5
8	4210		8<-18<-13<-16<-5
9	4646		9<-10<-16<-5
10	4601		10<-16<-5
11	5691		11<-19<-0<-16<-5
12	8342		12<-16<-5
13	4053		13<-16<-5
14	5027		14<-13<-16<-5
15	3614		15<-5
16	3516		16<-5
17	4985		17<-5
18	4104		18<-13<-16<-5
19	5569		19<-0<-16<-5
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	1568		0<-17<-9
1	1311		1<-15<-9
2	2423		2<-3<-4<-15<-9
3	1854		3<-4<-15<-9
4	1035		4<-15<-9
5	2186		5<-18<-17<-9
6	452		6<-15<-9
7	3648		7<-19<-16<-5<-18<-17<-9
8	4305		8<-17<-9
9	0		9
10	2899		10<-17<-9
11	7709		11<-18<-17<-9
12	3004		12<-13<-17<-9
13	1831		13<-17<-9
14	3783		14<-17<-9
15	408		15<-9
16	2474		16<-5<-18<-17<-9
17	364		17<-9
18	866		18<-17<-9
19	2481		19<-16<-5<-18<-17<-9
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	2595		0<-17<-4
1	4556		1<-16<-4
2	4281		2<-16<-4
3	5043		3<-19<-8<-18<-0<-17<-4
4	0		4
5	4508		5<-17<-4
6	3052		6<-17<-4
7	4173		7<-16<-4
8	4163		8<-18<-0<-17<-4
9	4128		9<-17<-4
10	2842		10<-17<-4
11	4616		11<-16<-4
12	5146		12<-19<-8<-18<-0<-17<-4
13	3215		13<-18<-0<-17<-4
14	5780		14<-19<-8<-18<-0<-17<-4
15	3241		15<-6<-17<-4
16	3234		16<-4
17	2269		17<-4
18	2784		18<-0<-17<-4
19	4263		19<-8<-18<-0<-17<-4
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	4973		0<-18<-9
1	6456		1<-19<-17<-9
2	7215		2<-17<-9
3	4576		3<-18<-9
4	5962		4<-18<-9
5	6946		5<-18<-9
6	4738		6<-18<-9
7	4257		7<-19<-17<-9
8	5498		8<-18<-9
9	0		9
10	5610		10<-17<-9
11	6534		11<-19<-17<-9
12	6297		12<-19<-17<-9
13	4970		13<-18<-9
14	4020		14<-18<-9
15	4435		15<-7<-19<-17<-9
16	4102		16<-17<-9
17	3772		17<-9
18	3291		18<-9
19	3881		19<-17<-9
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	7994		0<-16<-6<-18<-12
1	5932		1<-15<-18<-12
2	6574		2<-3<-16<-6<-18<-12
3	3888		3<-16<-6<-18<-12
4	4541		4<-3<-16<-6<-18<-12
5	5868		5<-16<-6<-18<-12
6	2005		6<-18<-12
7	5485		7<-6<-18<-12
8	4816		8<-16<-6<-18<-12
9	5344		9<-19<-13<-18<-12
10	4057		10<-18<-12
11	4699		11<-10<-18<-12
12	0		12
13	2683		13<-18<-12
14	9340		14<-18<-12
15	2399		15<-18<-12
16	3675		16<-6<-18<-12
17	5177		17<-11<-10<-18<-12
18	1460		18<-12
19	3637		19<-13<-18<-12
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	2223		0<-18
1	2794		1<-2<-18
2	2663		2<-18
3	2607		3<-16<-9<-18
4	3381		4<-15<-18
5	1219		5<-6<-15<-18
6	954		6<-15<-18
7	2344		7<-17<-15<-18
8	1080		8<-9<-18
9	489		9<-18
10	1356		10<-9<-18
11	1352		11<-17<-15<-18
12	2197		12<-19<-10<-9<-18
13	4009		13<-12<-19<-10<-9<-18
14	3574		14<-17<-15<-18
15	132		15<-18
16	1398		16<-9<-18
17	518		17<-15<-18
18	0		18
19	1419		19<-10<-9<-18
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	4842		0<-18
1	4936		1<-0<-18
2	3399		2<-18
3	3402		3<-18
4	3606		4<-18
5	3923		5<-18
6	6445		6<-18
7	2635		7<-19<-18
8	3235		8<-19<-18
9	7687		9<-15<-2<-18
10	1470		10<-18
11	3965		11<-18
12	7281		12<-19<-18
13	5906		13<-18
14	6741		14<-17<-7<-19<-18
15	3728		15<-2<-18
16	3880		16<-7<-19<-18
17	6593		17<-7<-19<-18
18	0		18
19	2620		19<-18
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	3928		0<-16<-17<-11<-12
1	1762		1<-19<-12
2	2960		2<-19<-12
3	4050		3<-17<-11<-12
4	5596		4<-17<-11<-12
5	3265		5<-18<-12
6	1954		6<-19<-12
7	3823		7<-15<-2<-19<-12
8	4861		8<-15<-2<-19<-12
9	3879		9<-17<-11<-12
10	4376		10<-17<-11<-12
11	722		11<-12
12	0		12
13	1619		13<-12
14	4780		14<-16<-17<-11<-12
15	3166		15<-2<-19<-12
16	3924		16<-17<-11<-12
17	1699		17<-11<-12
18	2794		18<-12
19	505		19<-12
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	4072		0<-18<-9
1	3264		1<-2<-3<-18<-9
2	3014		2<-3<-18<-9
3	2508		3<-18<-9
4	4169		4<-18<-9
5	4162		5<-17<-9
6	2969		6<-18<-9
7	1910		7<-8<-9
8	594		8<-9
9	0		9
10	2928		10<-16<-9
11	3367		11<-17<-9
12	3235		12<-19<-17<-9
13	6947		13<-18<-9
14	2886		14<-15<-8<-9
15	1633		15<-8<-9
16	1208		16<-9
17	597		17<-9
18	1327		18<-9
19	1451		19<-17<-9
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	5195		0<-19<-8<-17
1	6086		1<-2<-19<-8<-17
2	3523		2<-19<-8<-17
3	1931		3<-17
4	5621		4<-16<-19<-8<-17
5	1410		5<-17
6	1464		6<-19<-8<-17
7	1179		7<-8<-17
8	367		8<-17
9	814		9<-17
10	1843		10<-9<-17
11	2346		11<-18<-7<-8<-17
12	3792		12<-18<-7<-8<-17
13	3052		13<-17
14	3532		14<-13<-17
15	2603		15<-19<-8<-17
16	1563		16<-19<-8<-17
17	0		17
18	1535		18<-7<-8<-17
19	1433		19<-8<-17
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	4201		0<-15<-3
1	6515		1<-2<-3
2	1472		2<-3
3	0		3
4	825		4<-3
5	2588		5<-16<-3
6	316		6<-16<-3
7	1057		7<-16<-3
8	6669		8<-18<-5<-16<-3
9	3472		9<-10<-11<-16<-3
10	3389		10<-11<-16<-3
11	1286		11<-16<-3
12	5135		12<-11<-16<-3
13	4818		13<-17<-6<-16<-3
14	4544		14<-15<-3
15	1082		15<-3
16	97		16<-3
17	1492		17<-6<-16<-3
18	2898		18<-5<-16<-3
19	2911		19<-2<-3
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	1324		0<-19<-17<-14
1	1953		1<-16<-19<-17<-14
2	4672		2<-17<-14
3	2025		3<-19<-17<-14
4	2599		4<-3<-19<-17<-14
5	4741		5<-18<-19<-17<-14
6	854		6<-19<-17<-14
7	2627		7<-19<-17<-14
8	471		8<-17<-14
9	3415		9<-15<-19<-17<-14
10	6174		10<-18<-19<-17<-14
11	1391		11<-17<-14
12	834		12<-19<-17<-14
13	6082		13<-17<-14
14	0		14
15	1407		15<-19<-17<-14
16	1223		16<-19<-17<-14
17	342		17<-14
18	940		18<-19<-17<-14
19	486		19<-17<-14
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	429		0<-19<-8
1	594		1<-0<-19<-8
2	2084		2<-16<-19<-8
3	2609		3<-19<-8
4	3356		4<-15<-1<-0<-19<-8
5	2822		5<-17<-19<-8
6	2690		6<-17<-19<-8
7	973		7<-18<-19<-8
8	0		8
9	1939		9<-8
10	3671		10<-17<-19<-8
11	6482		11<-18<-19<-8
12	1944		12<-18<-19<-8
13	456		13<-19<-8
14	1420		14<-16<-19<-8
15	2212		15<-1<-0<-19<-8
16	1078		16<-19<-8
17	979		17<-19<-8
18	680		18<-19<-8
19	120		19<-8
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	3152		0<-18<-4<-15
1	2598		1<-15
2	3699		2<-15
3	4373		3<-19<-15
4	965		4<-15
5	4656		5<-19<-15
6	2082		6<-19<-15
7	1631		7<-19<-15
8	1205		8<-15
9	2461		9<-19<-15
10	3123		10<-16<-1<-15
11	4891		11<-18<-4<-15
12	6500		12<-18<-4<-15
13	4677		13<-14<-19<-15
14	4174		14<-19<-15
15	0		15
16	2965		16<-1<-15
17	2980		17<-4<-15
18	1555		18<-4<-15
19	824		19<-15
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	2748		0<-1<-2
1	2268		1<-2
2	0		2
3	990		3<-2
4	3203		4<-17<-2
5	2613		5<-19<-15<-3<-2
6	3222		6<-17<-2
7	6738		7<-6<-17<-2
8	1287		8<-17<-2
9	2910		9<-15<-3<-2
10	1888		10<-17<-2
11	4087		11<-18<-17<-2
12	2250		12<-16<-10<-17<-2
13	1174		13<-17<-2
14	3072		14<-15<-3<-2
15	2218		15<-3<-2
16	2167		16<-10<-17<-2
17	1083		17<-2
18	3315		18<-17<-2
19	2334		19<-15<-3<-2
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	3627		0<-15<-1
1	0		1
2	2832		2<-15<-1
3	4955		3<-2<-15<-1
4	6802		4<-15<-1
5	6816		5<-16<-6<-15<-1
6	4425		6<-15<-1
7	4679		7<-18<-2<-15<-1
8	5460		8<-17<-15<-1
9	7289		9<-17<-15<-1
10	8689		10<-16<-6<-15<-1
11	5336		11<-19<-17<-15<-1
12	6641		12<-16<-6<-15<-1
13	7548		13<-17<-15<-1
14	5943		14<-15<-1
15	1684		15<-1
16	4527		16<-6<-15<-1
17	3811		17<-15<-1
18	4648		18<-2<-15<-1
19	5031		19<-17<-15<-1
Ilosc krawedzi 95 Ilosc wierzcholkow 20 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1141		0<-17<-15<-3
1	1610		1<-19<-15<-3
2	1365		2<-3
3	0		3
4	2222		4<-3
5	908		5<-15<-3
6	1789		6<-5<-15<-3
7	2364		7<-18<-16<-3
8	2235		8<-19<-15<-3
9	600		9<-15<-3
10	1148		10<-19<-15<-3
11	1670		11<-19<-15<-3
12	2004		12<-19<-15<-3
13	3358		13<-19<-15<-3
14	2226		14<-15<-3
15	333		15<-3
16	1421		16<-3
17	1106		17<-15<-3
18	1892		18<-16<-3
19	455		19<-15<-3
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	2717		0<-14<-12<-8<-7
1	1488		1<-13<-8<-7
2	2362		2<-11<-12<-8<-7
3	2101		3<-16<-7
4	3047		4<-16<-7
5	2573		5<-12<-8<-7
6	2441		6<-12<-8<-7
7	0		7
8	124		8<-7
9	3416		9<-15<-7
10	2268		10<-12<-8<-7
11	2197		11<-12<-8<-7
12	463		12<-8<-7
13	1471		13<-8<-7
14	1090		14<-12<-8<-7
15	1598		15<-7
16	1407		16<-7
17	2462		17<-13<-8<-7
18	3284		18<-15<-7
19	2679		19<-14<-12<-8<-7
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	4703		0<-18<-8<-13<-4
1	4688		1<-12<-15<-4
2	4685		2<-11<-5<-4
3	3151		3<-15<-4
4	0		4
5	2805		5<-4
6	3896		6<-13<-4
7	3262		7<-8<-13<-4
8	2915		8<-13<-4
9	4465		9<-8<-13<-4
10	3729		10<-18<-8<-13<-4
11	3985		11<-5<-4
12	4134		12<-15<-4
13	2889		13<-4
14	4210		14<-10<-18<-8<-13<-4
15	1575		15<-4
16	4026		16<-3<-15<-4
17	4402		17<-12<-15<-4
18	3664		18<-8<-13<-4
19	3375		19<-3<-15<-4
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1511		0<-17<-4
1	607		1<-17<-4
2	2717		2<-1<-17<-4
3	3954		3<-4
4	0		4
5	1049		5<-16<-1<-17<-4
6	2497		6<-19<-0<-17<-4
7	2956		7<-18<-19<-0<-17<-4
8	3453		8<-16<-1<-17<-4
9	2856		9<-17<-4
10	1060		10<-16<-1<-17<-4
11	1543		11<-10<-16<-1<-17<-4
12	711		12<-4
13	1919		13<-1<-17<-4
14	2240		14<-19<-0<-17<-4
15	2570		15<-19<-0<-17<-4
16	859		16<-1<-17<-4
17	424		17<-4
18	2737		18<-19<-0<-17<-4
19	1741		19<-0<-17<-4
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	6215		0<-17<-13<-14<-9
1	4688		1<-12<-9
2	4182		2<-14<-9
3	3142		3<-16<-13<-14<-9
4	4269		4<-14<-9
5	4299		5<-15<-6<-12<-9
6	1880		6<-12<-9
7	5499		7<-8<-9
8	2846		8<-9
9	0		9
10	3669		10<-11<-6<-12<-9
11	3045		11<-6<-12<-9
12	1109		12<-9
13	2636		13<-14<-9
14	2159		14<-9
15	3974		15<-6<-12<-9
16	2875		16<-13<-14<-9
17	3829		17<-13<-14<-9
18	4076		18<-12<-9
19	4183		19<-11<-6<-12<-9
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1001		0<-18
1	464		1<-18
2	1431		2<-18
3	1478		3<-15<-19<-18
4	1345		4<-15<-19<-18
5	877		5<-14<-8<-18
6	2757		6<-15<-19<-18
7	752		7<-18
8	546		8<-18
9	655		9<-8<-18
10	1956		10<-12<-19<-18
11	1256		11<-15<-19<-18
12	432		12<-19<-18
13	1571		13<-15<-19<-18
14	655		14<-8<-18
15	1020		15<-19<-18
16	1331		16<-0<-18
17	1121		17<-14<-8<-18
18	0		18
19	283		19<-18
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1632		0<-19<-6<-13
1	3623		1<-15<-10<-13
2	2745		2<-16<-13
3	1465		3<-4<-13
4	800		4<-13
5	2191		5<-6<-13
6	993		6<-13
7	2050		7<-6<-13
8	2726		8<-16<-13
9	2883		9<-15<-10<-13
10	1383		10<-13
11	1621		11<-13
12	2173		12<-10<-13
13	0		13
14	2263		14<-17<-19<-6<-13
15	1512		15<-10<-13
16	2043		16<-13
17	1855		17<-19<-6<-13
18	2364		18<-3<-4<-13
19	1497		19<-6<-13
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	2681		0<-15<-19<-9<-16
1	2400		1<-11<-16
2	2943		2<-15<-19<-9<-16
3	1154		3<-16
4	1829		4<-12<-18<-3<-16
5	3392		5<-13<-18<-3<-16
6	2964		6<-12<-18<-3<-16
7	4126		7<-6<-12<-18<-3<-16
8	2910		8<-16
9	2150		9<-16
10	1332		10<-16
11	52		11<-16
12	1589		12<-18<-3<-16
13	2351		13<-18<-3<-16
14	2888		14<-4<-12<-18<-3<-16
15	2501		15<-19<-9<-16
16	0		16
17	2969		17<-15<-19<-9<-16
18	1560		18<-3<-16
19	2310		19<-9<-16
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	3053		0<-1<-16<-11<-18
1	1322		1<-16<-11<-18
2	527		2<-18
3	1808		3<-14<-18
4	2620		4<-15<-17<-11<-18
5	1240		5<-12<-18
6	3330		6<-12<-18
7	2177		7<-16<-11<-18
8	1201		8<-12<-18
9	2732		9<-17<-11<-18
10	2487		10<-12<-18
11	678		11<-18
12	1082		12<-18
13	1749		13<-1<-16<-11<-18
14	1127		14<-18
15	1687		15<-17<-11<-18
16	924		16<-11<-18
17	862		17<-11<-18
18	0		18
19	1772		19<-1<-16<-11<-18
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	3410		1<-0
2	2276		2<-11<-0
3	2804		3<-19<-0
4	4717		4<-5<-16<-0
5	4107		5<-16<-0
6	5165		6<-18<-0
7	4105		7<-19<-0
8	3546		8<-16<-0
9	3695		9<-19<-0
10	5983		10<-18<-0
11	1370		11<-0
12	3247		12<-15<-11<-0
13	4272		13<-14<-12<-15<-11<-0
14	4067		14<-12<-15<-11<-0
15	3140		15<-11<-0
16	2991		16<-0
17	4092		17<-8<-16<-0
18	2896		18<-0
19	2785		19<-0
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	4308		0<-11<-4
1	2758		1<-16<-11<-4
2	3010		2<-11<-4
3	3855		3<-2<-11<-4
4	0		4
5	2225		5<-4
6	3073		6<-7<-16<-11<-4
7	2776		7<-16<-11<-4
8	3884		8<-16<-11<-4
9	3131		9<-16<-11<-4
10	4008		10<-18<-11<-4
11	1475		11<-4
12	2164		12<-4
13	2744		13<-5<-4
14	3461		14<-13<-5<-4
15	2010		15<-4
16	1942		16<-11<-4
17	3332		17<-6<-7<-16<-11<-4
18	3320		18<-11<-4
19	3707		19<-13<-5<-4
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	1580		0<-18<-1
1	0		1
2	1118		2<-19<-1
3	4878		3<-13<-1
4	3916		4<-19<-1
5	2379		5<-18<-1
6	2789		6<-16<-19<-1
7	4423		7<-19<-1
8	1273		8<-19<-1
9	3551		9<-19<-1
10	1057		10<-19<-1
11	3447		11<-19<-1
12	1504		12<-8<-19<-1
13	1877		13<-1
14	1530		14<-17<-19<-1
15	2895		15<-19<-1
16	1193		16<-19<-1
17	1404		17<-19<-1
18	904		18<-1
19	284		19<-1
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	2410		0<-17<-11<-10<-15
1	4855		1<-12<-10<-15
2	5148		2<-17<-11<-10<-15
3	3447		3<-12<-10<-15
4	2222		4<-12<-10<-15
5	3001		5<-4<-12<-10<-15
6	2534		6<-15
7	3048		7<-17<-11<-10<-15
8	2952		8<-17<-11<-10<-15
9	4313		9<-13<-4<-12<-10<-15
10	342		10<-15
11	2065		11<-10<-15
12	898		12<-10<-15
13	2948		13<-4<-12<-10<-15
14	3717		14<-17<-11<-10<-15
15	0		15
16	2722		16<-19<-12<-10<-15
17	2230		17<-11<-10<-15
18	3439		18<-10<-15
19	2663		19<-12<-10<-15
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	907		0<-11<-18<-13
1	3433		1<-18<-13
2	509		2<-18<-13
3	702		3<-13
4	2051		4<-3<-13
5	944		5<-18<-13
6	1029		6<-7<-18<-13
7	825		7<-18<-13
8	1610		8<-19<-15<-3<-13
9	2092		9<-14<-17<-2<-18<-13
10	2207		10<-16<-13
11	736		11<-18<-13
12	1171		12<-11<-18<-13
13	0		13
14	1702		14<-17<-2<-18<-13
15	802		15<-3<-13
16	1337		16<-13
17	1186		17<-2<-18<-13
18	404		18<-13
19	1501		19<-15<-3<-13
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	820		0<-15
1	1152		1<-13<-10<-15
2	979		2<-15
3	2260		3<-11<-2<-15
4	3852		4<-12<-8<-15
5	3391		5<-17<-16<-8<-15
6	2572		6<-16<-8<-15
7	911		7<-15
8	478		8<-15
9	1853		9<-16<-8<-15
10	712		10<-15
11	1796		11<-2<-15
12	938		12<-8<-15
13	1105		13<-10<-15
14	1115		14<-12<-8<-15
15	0		15
16	1028		16<-8<-15
17	1440		17<-16<-8<-15
18	1931		18<-19<-10<-15
19	1114		19<-10<-15
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	2463		0<-15<-14<-11<-19
1	2873		1<-18<-7<-19
2	3616		2<-14<-11<-19
3	5363		3<-13<-19
4	3730		4<-5<-13<-19
5	3056		5<-13<-19
6	1752		6<-19
7	1172		7<-19
8	1379		8<-19
9	2604		9<-18<-7<-19
10	933		10<-14<-11<-19
11	330		11<-19
12	4109		12<-17<-10<-14<-11<-19
13	1208		13<-19
14	541		14<-11<-19
15	1284		15<-14<-11<-19
16	3404		16<-11<-19
17	1886		17<-10<-14<-11<-19
18	2176		18<-7<-19
19	0		19
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	2132		0<-14<-4<-12
1	901		1<-14<-4<-12
2	2157		2<-1<-14<-4<-12
3	2710		3<-2<-1<-14<-4<-12
4	43		4<-12
5	2312		5<-16<-10<-12
6	625		6<-18<-4<-12
7	530		7<-12
8	1252		8<-18<-4<-12
9	126		9<-12
10	899		10<-12
11	1066		11<-4<-12
12	0		12
13	1383		13<-10<-12
14	413		14<-4<-12
15	1143		15<-12
16	1439		16<-10<-12
17	1949		17<-13<-10<-12
18	582		18<-4<-12
19	2061		19<-4<-12
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	1711		0<-1<-2<-19
1	984		1<-2<-19
2	775		2<-19
3	1837		3<-19
4	1153		4<-14<-2<-19
5	307		5<-19
6	4137		6<-18<-12<-1<-2<-19
7	4205		7<-6<-18<-12<-1<-2<-19
8	2796		8<-14<-2<-19
9	1008		9<-12<-1<-2<-19
10	3156		10<-19
11	2518		11<-5<-19
12	1004		12<-1<-2<-19
13	1058		13<-14<-2<-19
14	800		14<-2<-19
15	3876		15<-8<-14<-2<-19
16	1175		16<-9<-12<-1<-2<-19
17	2853		17<-2<-19
18	2216		18<-12<-1<-2<-19
19	0		19
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	2933		0<-17<-6
1	6876		1<-18<-6
2	3176		2<-12<-0<-17<-6
3	3468		3<-14<-18<-6
4	2812		4<-14<-18<-6
5	2108		5<-17<-6
6	0		6
7	3653		7<-16<-0<-17<-6
8	3914		8<-19<-4<-14<-18<-6
9	4158		9<-17<-6
10	5648		10<-13<-0<-17<-6
11	3660		11<-19<-4<-14<-18<-6
12	2978		12<-0<-17<-6
13	2963		13<-0<-17<-6
14	2786		14<-18<-6
15	4382		15<-9<-17<-6
16	3085		16<-0<-17<-6
17	2039		17<-6
18	2401		18<-6
19	3321		19<-4<-14<-18<-6
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	2246		0<-16<-17<-19
1	1123		1<-15<-19
2	1140		2<-19
3	983		3<-19
4	1461		4<-5<-19
5	784		5<-19
6	3608		6<-17<-19
7	1314		7<-13<-17<-19
8	3936		8<-17<-19
9	1263		9<-10<-13<-17<-19
10	1257		10<-13<-17<-19
11	1465		11<-1<-15<-19
12	1746		12<-18<-14<-2<-19
13	1237		13<-17<-19
14	1141		14<-2<-19
15	478		15<-19
16	1272		16<-17<-19
17	1121		17<-19
18	1446		18<-14<-2<-19
19	0		19
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	2344		0<-14<-4
1	5501		1<-18<-12<-19<-4
2	3145		2<-12<-19<-4
3	3673		3<-14<-4
4	0		4
5	2630		5<-14<-4
6	3710		6<-5<-14<-4
7	2100		7<-19<-4
8	3784		8<-12<-19<-4
9	3265		9<-19<-4
10	3660		10<-12<-19<-4
11	3793		11<-16<-7<-19<-4
12	1915		12<-19<-4
13	2188		13<-7<-19<-4
14	2301		14<-4
15	2931		15<-16<-7<-19<-4
16	2150		16<-7<-19<-4
17	4160		17<-14<-4
18	3515		18<-12<-19<-4
19	1729		19<-4
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1480		0<-1<-13<-19<-3
1	949		1<-13<-19<-3
2	1972		2<-19<-3
3	0		3
4	2686		4<-19<-3
5	680		5<-19<-3
6	1734		6<-12<-3
7	2435		7<-12<-3
8	2286		8<-15<-9<-14<-19<-3
9	663		9<-14<-19<-3
10	3344		10<-11<-14<-19<-3
11	1145		11<-14<-19<-3
12	1412		12<-3
13	828		13<-19<-3
14	438		14<-19<-3
15	967		15<-9<-14<-19<-3
16	884		16<-14<-19<-3
17	1884		17<-13<-19<-3
18	1774		18<-16<-14<-19<-3
19	437		19<-3
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	3195		0<-1<-12<-9<-15
1	980		1<-12<-9<-15
2	1601		2<-15
3	2203		3<-11<-4<-15
4	1623		4<-15
5	1572		5<-12<-9<-15
6	515		6<-15
7	815		7<-6<-15
8	133		8<-15
9	492		9<-15
10	1359		10<-9<-15
11	1842		11<-4<-15
12	809		12<-9<-15
13	1534		13<-1<-12<-9<-15
14	1370		14<-15
15	0		15
16	2609		16<-6<-15
17	2279		17<-11<-4<-15
18	1640		18<-8<-15
19	1786		19<-8<-15
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	2243		0<-18<-11<-6<-13<-5
1	1858		1<-18<-11<-6<-13<-5
2	2149		2<-1<-18<-11<-6<-13<-5
3	1329		3<-13<-5
4	1323		4<-13<-5
5	0		5
6	839		6<-13<-5
7	2427		7<-8<-19<-5
8	1412		8<-19<-5
9	3247		9<-12<-10<-13<-5
10	725		10<-13<-5
11	1572		11<-6<-13<-5
12	2300		12<-10<-13<-5
13	206		13<-5
