Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
26	1962		26<-7<-28<-1
27	1747		27<-18<-28<-1
28	619		28<-1
29	803		29<-1
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	2072		0<-25<-1
1	0		1
2	3151		2<-24<-1
3	2718		3<-22<-5<-24<-1
4	2091		4<-5<-24<-1
5	1031		5<-24<-1
6	4755		6<-23<-1
7	900		7<-24<-1
8	5265		8<-28<-21<-24<-1
9	1617		9<-23<-1
10	2986		10<-22<-5<-24<-1
11	4341		11<-22<-5<-24<-1
12	1319		12<-23<-1
13	3069		13<-14<-25<-1
14	1584		14<-25<-1
15	1708		15<-23<-1
16	3776		16<-23<-1
17	4646		17<-24<-1
18	594		18<-24<-1
19	3383		19<-26<-9<-23<-1
20	4323		20<-21<-24<-1
21	792		21<-24<-1
22	2320		22<-5<-24<-1
23	1298		23<-1
24	511		24<-1
25	1385		25<-1
26	2287		26<-9<-23<-1
27	3047		27<-10<-22<-5<-24<-1
28	1621		28<-21<-24<-1
29	2696		29<-15<-23<-1
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	883		0<-27<-25<-5<-24<-9<-26
1	1271		1<-29<-9<-26
2	2316		2<-24<-9<-26
3	2094		3<-25<-5<-24<-9<-26
4	3899		4<-28<-14<-25<-5<-24<-9<-26
5	489		5<-24<-9<-26
6	488		6<-24<-9<-26
7	2270		7<-25<-5<-24<-9<-26
8	1582		8<-23<-9<-26
9	70		9<-26
10	1440		10<-23<-9<-26
11	365		11<-26
12	1680		12<-26
13	2157		13<-25<-5<-24<-9<-26
14	1974		14<-25<-5<-24<-9<-26
15	1445		15<-23<-9<-26
16	1917		16<-26
17	1246		17<-24<-9<-26
18	2023		18<-27<-25<-5<-24<-9<-26
19	2407		19<-25<-5<-24<-9<-26
20	964		20<-25<-5<-24<-9<-26
21	1759		21<-27<-25<-5<-24<-9<-26
22	1025		22<-26
23	1389		23<-9<-26
24	233		24<-9<-26
25	573		25<-5<-24<-9<-26
26	0		26
27	749		27<-25<-5<-24<-9<-26
28	2084		28<-14<-25<-5<-24<-9<-26
29	108		29<-9<-26
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	974		0<-27<-8
1	1233		1<-27<-8
2	2695		2<-1<-27<-8
3	1349		3<-29<-8
4	1008		4<-29<-8
5	2583		5<-22<-1<-27<-8
6	1148		6<-27<-8
7	1828		7<-28<-4<-29<-8
8	0		8
9	1315		9<-23<-11<-27<-8
10	1675		10<-23<-11<-27<-8
11	1000		11<-27<-8
12	2947		12<-29<-8
13	2092		13<-14<-23<-11<-27<-8
14	2084		14<-23<-11<-27<-8
15	4598		15<-14<-23<-11<-27<-8
16	3206		16<-25<-27<-8
17	2395		17<-28<-4<-29<-8
18	1762		18<-25<-27<-8
19	2198		19<-25<-27<-8
20	2200		20<-29<-8
21	4710		21<-23<-11<-27<-8
22	1994		22<-1<-27<-8
23	1296		23<-11<-27<-8
24	2954		24<-11<-27<-8
25	1621		25<-27<-8
26	1691		26<-23<-11<-27<-8
27	190		27<-8
28	1207		28<-4<-29<-8
29	586		29<-8
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	3551		0<-23<-3<-28<-12
1	3582		1<-25<-12
2	5229		2<-28<-12
3	3097		3<-28<-12
4	3093		4<-25<-12
5	5955		5<-25<-12
6	5903		6<-27<-25<-12
7	6295		7<-6<-27<-25<-12
8	4138		8<-28<-12
9	3725		9<-24<-15<-25<-12
10	1826		10<-25<-12
11	3291		11<-25<-12
12	0		12
13	4398		13<-24<-15<-25<-12
14	4021		14<-27<-25<-12
15	2842		15<-25<-12
16	4791		16<-25<-12
17	3889		17<-26<-21<-25<-12
18	2378		18<-25<-12
19	1650		19<-25<-12
20	3779		20<-29<-12
21	1282		21<-25<-12
22	1888		22<-12
23	3519		23<-3<-28<-12
24	3665		24<-15<-25<-12
25	1259		25<-12
26	2978		26<-21<-25<-12
27	3385		27<-25<-12
28	2483		28<-12
29	3547		29<-12
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	5510		0<-28<-5<-27<-29<-24<-2<-26<-16
1	4000		1<-22<-26<-16
2	2056		2<-26<-16
3	2939		3<-25<-16
4	3711		4<-29<-24<-2<-26<-16
5	3620		5<-27<-29<-24<-2<-26<-16
6	2306		6<-26<-16
7	3127		7<-26<-16
8	4759		8<-25<-16
9	2672		9<-22<-26<-16
10	3519		10<-26<-16
11	3452		11<-22<-26<-16
12	4888		12<-23<-27<-29<-24<-2<-26<-16
13	5834		13<-25<-16
14	5184		14<-23<-27<-29<-24<-2<-26<-16
15	3772		15<-26<-16
16	0		16
17	4881		17<-16
18	7325		18<-27<-29<-24<-2<-26<-16
19	6458		19<-23<-27<-29<-24<-2<-26<-16
20	4264		20<-21<-26<-16
21	2244		21<-26<-16
22	2582		22<-26<-16
23	3410		23<-27<-29<-24<-2<-26<-16
24	3185		24<-2<-26<-16
25	2081		25<-16
26	1542		26<-16
27	3228		27<-29<-24<-2<-26<-16
28	3709		28<-5<-27<-29<-24<-2<-26<-16
29	3216		29<-24<-2<-26<-16
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1544		0<-27<-16
1	2484		1<-29<-16
2	4071		2<-24<-27<-16
3	3276		3<-27<-16
4	3001		4<-29<-16
5	2376		5<-28<-27<-16
6	1117		6<-26<-14<-27<-16
7	700		7<-27<-16
8	2624		8<-7<-27<-16
9	2157		9<-28<-27<-16
10	3599		10<-11<-26<-14<-27<-16
11	3015		11<-26<-14<-27<-16
12	1492		12<-27<-16
13	2377		13<-26<-14<-27<-16
14	432		14<-27<-16
15	1877		15<-29<-16
16	0		16
17	717		17<-28<-27<-16
18	541		18<-28<-27<-16
19	1189		19<-28<-27<-16
20	4258		20<-24<-27<-16
21	1126		21<-27<-16
22	2657		22<-29<-16
23	3037		23<-14<-27<-16
24	2144		24<-27<-16
25	3436		25<-11<-26<-14<-27<-16
26	1020		26<-14<-27<-16
27	249		27<-16
28	433		28<-27<-16
29	1344		29<-16
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 28
Cel	Dystans	Sciezka	
0	180		0<-28
1	405		1<-28
2	1139		2<-25<-0<-28
3	2102		3<-18<-21<-17<-25<-0<-28
4	1653		4<-24<-28
5	1626		5<-23<-24<-28
6	1036		6<-24<-28
7	3304		7<-26<-24<-28
8	1467		8<-26<-24<-28
9	2535		9<-21<-17<-25<-0<-28
10	1092		10<-17<-25<-0<-28
11	283		11<-28
12	1878		12<-27<-22<-0<-28
13	1964		13<-28
14	1207		14<-26<-24<-28
15	1263		15<-17<-25<-0<-28
16	1660		16<-10<-17<-25<-0<-28
17	992		17<-25<-0<-28
18	1386		18<-21<-17<-25<-0<-28
19	444		19<-0<-28
20	1062		20<-25<-0<-28
21	1115		21<-17<-25<-0<-28
22	520		22<-0<-28
23	1178		23<-24<-28
24	975		24<-28
25	479		25<-0<-28
26	1136		26<-24<-28
27	1020		27<-22<-0<-28
28	0		28
29	1639		29<-19<-0<-28
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	2529		0<-22<-4<-5<-27<-24<-12
1	2555		1<-20<-26<-7<-17<-14<-24<-12
2	1793		2<-19<-27<-24<-12
3	3632		3<-17<-14<-24<-12
4	1779		4<-5<-27<-24<-12
5	1701		5<-27<-24<-12
6	2501		6<-7<-17<-14<-24<-12
7	1384		7<-17<-14<-24<-12
8	2144		8<-19<-27<-24<-12
9	1989		9<-16<-25<-12
10	2291		10<-9<-16<-25<-12
11	2228		11<-17<-14<-24<-12
12	0		12
13	1300		13<-24<-12
14	1031		14<-24<-12
15	2680		15<-14<-24<-12
16	1826		16<-25<-12
17	1315		17<-14<-24<-12
18	2510		18<-4<-5<-27<-24<-12
19	1376		19<-27<-24<-12
20	1702		20<-26<-7<-17<-14<-24<-12
21	2441		21<-24<-12
22	2194		22<-4<-5<-27<-24<-12
23	2115		23<-20<-26<-7<-17<-14<-24<-12
24	485		24<-12
25	1383		25<-12
26	1597		26<-7<-17<-14<-24<-12
27	1022		27<-24<-12
28	1471		28<-19<-27<-24<-12
29	2051		29<-17<-14<-24<-12
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1838		0<-16<-18
1	1849		1<-18
2	3876		2<-3<-23<-28<-0<-16<-18
3	3049		3<-23<-28<-0<-16<-18
4	1866		4<-27<-29<-18
5	2963		5<-16<-18
6	2460		6<-22<-1<-18
7	4654		7<-27<-29<-18
8	3216		8<-18
9	2958		9<-19<-18
10	2673		10<-17<-4<-27<-29<-18
11	1964		11<-28<-0<-16<-18
12	2513		12<-27<-29<-18
13	2642		13<-14<-19<-18
14	2088		14<-19<-18
15	3580		15<-26<-28<-0<-16<-18
16	1375		16<-18
17	2099		17<-4<-27<-29<-18
18	0		18
19	1971		19<-18
20	2688		20<-29<-18
21	2145		21<-17<-4<-27<-29<-18
22	2247		22<-1<-18
23	2025		23<-28<-0<-16<-18
24	2686		24<-23<-28<-0<-16<-18
25	3379		25<-17<-4<-27<-29<-18
26	2284		26<-28<-0<-16<-18
27	1830		27<-29<-18
28	1931		28<-0<-16<-18
29	1367		29<-18
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	2093		0<-20<-2<-23<-4
1	2049		1<-17<-4
2	1344		2<-23<-4
3	2341		3<-21<-5<-17<-4
4	0		4
5	1717		5<-17<-4
6	3404		6<-7<-23<-4
7	2629		7<-23<-4
8	1669		8<-23<-4
9	2369		9<-25<-4
10	2289		10<-23<-4
11	2136		11<-12<-17<-4
12	979		12<-17<-4
13	4156		13<-19<-23<-4
14	1606		14<-17<-4
15	2280		15<-26<-12<-17<-4
16	1146		16<-4
17	809		17<-4
18	1575		18<-20<-2<-23<-4
19	2754		19<-23<-4
20	1369		20<-2<-23<-4
21	1883		21<-5<-17<-4
22	3050		22<-1<-17<-4
23	1144		23<-4
24	2678		24<-0<-20<-2<-23<-4
25	1761		25<-4
26	1207		26<-12<-17<-4
27	2237		27<-8<-23<-4
28	2272		28<-27<-8<-23<-4
29	2356		29<-18<-20<-2<-23<-4
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	3126		0<-22<-18
1	2814		1<-29<-15<-18
2	2236		2<-19<-14<-15<-18
3	1809		3<-22<-18
4	2472		4<-23<-18
5	4123		5<-18
6	1961		6<-18
7	2734		7<-19<-14<-15<-18
8	2230		8<-19<-14<-15<-18
9	2377		9<-29<-15<-18
10	3302		10<-11<-17<-2<-19<-14<-15<-18
11	2724		11<-17<-2<-19<-14<-15<-18
12	2539		12<-28<-20<-18
13	2167		13<-18
14	2057		14<-15<-18
15	2025		15<-18
16	1339		16<-18
17	2374		17<-2<-19<-14<-15<-18
18	0		18
19	2146		19<-14<-15<-18
20	1856		20<-18
21	2814		21<-8<-19<-14<-15<-18
22	1332		22<-18
23	1830		23<-18
24	2368		24<-25<-16<-18
25	1829		25<-16<-18
26	3136		26<-14<-15<-18
27	3295		27<-19<-14<-15<-18
28	2412		28<-20<-18
29	2376		29<-15<-18
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	1382		0<-17<-16<-10
1	1522		1<-26<-19<-17<-16<-10
2	2365		2<-17<-16<-10
3	2009		3<-22<-10
4	548		4<-18<-19<-17<-16<-10
5	1894		5<-16<-10
6	1719		6<-18<-19<-17<-16<-10
7	1191		7<-17<-16<-10
8	1214		8<-24<-22<-10
9	1875		9<-28<-20<-16<-10
10	0		10
11	595		11<-24<-22<-10
12	1272		12<-17<-16<-10
13	538		13<-22<-10
14	3066		14<-18<-19<-17<-16<-10
15	1351		15<-18<-19<-17<-16<-10
16	49		16<-10
17	332		17<-16<-10
18	506		18<-19<-17<-16<-10
19	451		19<-17<-16<-10
20	972		20<-16<-10
21	911		21<-16<-10
22	417		22<-10
23	1259		23<-17<-16<-10
24	424		24<-22<-10
25	475		25<-24<-22<-10
26	563		26<-19<-17<-16<-10
27	1346		27<-8<-24<-22<-10
28	1183		28<-20<-16<-10
29	954		29<-4<-18<-19<-17<-16<-10
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	1684		0<-25<-21
1	1213		1<-21
2	1667		2<-20<-28<-21
3	1247		3<-28<-21
4	3495		4<-25<-21
5	2439		5<-28<-21
6	4806		6<-7<-21
7	1184		7<-21
8	2078		8<-28<-21
9	2563		9<-23<-13<-21
10	1495		10<-28<-21
11	1088		11<-25<-21
12	3240		12<-28<-21
13	1287		13<-21
14	1197		14<-28<-21
15	2177		15<-14<-28<-21
16	2745		16<-22<-7<-21
17	1899		17<-21
18	2139		18<-3<-28<-21
19	1555		19<-20<-28<-21
20	980		20<-28<-21
21	0		21
22	2115		22<-7<-21
23	1892		23<-13<-21
24	1619		24<-14<-28<-21
25	958		25<-21
26	1920		26<-2<-20<-28<-21
27	2497		27<-22<-7<-21
28	609		28<-21
29	1723		29<-19<-20<-28<-21
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	2850		0<-23<-25<-10
1	1481		1<-25<-10
2	2602		2<-23<-25<-10
3	1253		3<-23<-25<-10
4	2664		4<-19<-3<-23<-25<-10
5	2684		5<-19<-3<-23<-25<-10
6	2079		6<-17<-1<-25<-10
7	3650		7<-29<-25<-10
8	2307		8<-23<-25<-10
9	2327		9<-27<-1<-25<-10
10	0		10
11	2357		11<-12<-20<-10
12	1728		12<-20<-10
13	2420		13<-17<-1<-25<-10
14	3874		14<-27<-1<-25<-10
15	2219		15<-25<-10
16	2212		16<-27<-1<-25<-10
17	1948		17<-1<-25<-10
18	2482		18<-13<-17<-1<-25<-10
19	2063		19<-3<-23<-25<-10
20	1223		20<-10
21	2447		21<-23<-25<-10
22	2521		22<-27<-1<-25<-10
23	945		23<-25<-10
24	2191		24<-6<-17<-1<-25<-10
25	925		25<-10
26	2926		26<-28<-25<-10
27	1605		27<-1<-25<-10
28	2711		28<-25<-10
29	2912		29<-25<-10
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	3446		0<-26<-17<-20
1	1021		1<-17<-20
2	225		2<-20
3	1698		3<-16<-2<-20
4	1127		4<-21<-5<-17<-20
5	369		5<-17<-20
6	1301		6<-21<-5<-17<-20
7	1031		7<-16<-2<-20
8	1194		8<-22<-20
9	1843		9<-17<-20
10	717		10<-20
11	876		11<-27<-29<-22<-20
12	529		12<-22<-20
13	1173		13<-27<-29<-22<-20
14	2199		14<-15<-29<-22<-20
15	1000		15<-29<-22<-20
16	845		16<-2<-20
17	145		17<-20
18	1396		18<-7<-16<-2<-20
19	843		19<-2<-20
20	0		20
21	622		21<-5<-17<-20
22	22		22<-20
23	1801		23<-25<-20
24	359		24<-20
25	778		25<-20
26	391		26<-17<-20
27	827		27<-29<-22<-20
28	1740		28<-4<-21<-5<-17<-20
29	595		29<-22<-20
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1618		0<-18<-4
1	1756		1<-26<-4
2	2593		2<-1<-26<-4
3	1768		3<-25<-27<-7<-26<-4
4	0		4
5	2615		5<-27<-7<-26<-4
6	2119		6<-21<-27<-7<-26<-4
7	739		7<-26<-4
8	1598		8<-18<-4
9	2777		9<-18<-4
10	1960		10<-27<-7<-26<-4
11	3989		11<-20<-27<-7<-26<-4
12	2435		12<-25<-27<-7<-26<-4
13	2202		13<-25<-27<-7<-26<-4
14	1873		14<-26<-4
15	2315		15<-20<-27<-7<-26<-4
16	3013		16<-7<-26<-4
17	2615		17<-23<-4
18	420		18<-4
19	1741		19<-18<-4
20	1817		20<-27<-7<-26<-4
21	1870		21<-27<-7<-26<-4
22	2866		22<-23<-4
23	2267		23<-4
24	3195		24<-4
25	1150		25<-27<-7<-26<-4
26	520		26<-4
27	899		27<-7<-26<-4
28	3020		28<-6<-21<-27<-7<-26<-4
29	2578		29<-6<-21<-27<-7<-26<-4
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	2071		0<-17<-25<-19<-8
1	930		1<-17<-25<-19<-8
2	1829		2<-18<-7<-17<-25<-19<-8
3	751		3<-19<-8
4	1667		4<-21<-19<-8
5	1280		5<-24<-8
6	1232		6<-21<-19<-8
7	926		7<-17<-25<-19<-8
8	0		8
9	1802		9<-25<-19<-8
10	1871		10<-23<-17<-25<-19<-8
11	2188		11<-25<-19<-8
12	2060		12<-19<-8
13	1606		13<-18<-7<-17<-25<-19<-8
14	2083		14<-28<-21<-19<-8
15	1396		15<-26<-28<-21<-19<-8
16	1278		16<-24<-8
17	680		17<-25<-19<-8
18	1234		18<-7<-17<-25<-19<-8
19	130		19<-8
20	1396		20<-19<-8
21	813		21<-19<-8
22	2188		22<-26<-28<-21<-19<-8
23	1553		23<-17<-25<-19<-8
24	1218		24<-8
25	644		25<-19<-8
26	1203		26<-28<-21<-19<-8
27	1975		27<-18<-7<-17<-25<-19<-8
28	956		28<-21<-19<-8
29	1473		29<-20<-19<-8
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	1449		0<-17<-13<-20<-18<-11
1	1630		1<-18<-11
2	1776		2<-25<-11
3	2036		3<-17<-13<-20<-18<-11
4	3272		4<-5<-22<-25<-11
5	1745		5<-22<-25<-11
6	2480		6<-29<-0<-17<-13<-20<-18<-11
7	1524		7<-25<-11
8	1415		8<-18<-11
9	2391		9<-26<-12<-23<-11
10	1727		10<-25<-11
11	0		11
12	1498		12<-23<-11
13	1338		13<-20<-18<-11
14	2443		14<-18<-11
15	2158		15<-17<-13<-20<-18<-11
16	2079		16<-17<-13<-20<-18<-11
17	1359		17<-13<-20<-18<-11
18	305		18<-11
19	1533		19<-20<-18<-11
20	808		20<-18<-11
21	1536		21<-0<-17<-13<-20<-18<-11
22	1582		22<-25<-11
23	1247		23<-11
24	1462		24<-11
25	1282		25<-11
26	1785		26<-12<-23<-11
27	2506		27<-14<-18<-11
28	1044		28<-20<-18<-11
29	1879		29<-0<-17<-13<-20<-18<-11
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	2294		0<-22<-1<-17
1	501		1<-17
2	1617		2<-1<-17
3	445		3<-17
4	1524		4<-27<-23<-17
5	826		5<-17
6	1490		6<-29<-3<-17
7	1774		7<-26<-11<-17
8	2418		8<-26<-11<-17
9	1202		9<-23<-17
10	1269		10<-17
11	1244		11<-17
12	1799		12<-27<-23<-17
13	1295		13<-19<-10<-17
14	1517		14<-23<-17
15	2405		15<-17
16	2874		16<-26<-11<-17
17	0		17
18	1485		18<-5<-17
19	1272		19<-10<-17
20	1219		20<-5<-17
21	1563		21<-24<-17
22	838		22<-1<-17
23	1144		23<-17
24	1518		24<-17
25	2326		25<-28<-13<-19<-10<-17
26	1340		26<-11<-17
27	1433		27<-23<-17
28	1575		28<-13<-19<-10<-17
29	1484		29<-3<-17
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	2054		0<-21<-6
1	2047		1<-29<-6
2	1846		2<-29<-6
3	1514		3<-29<-6
4	1324		4<-23<-28<-13<-18<-29<-6
5	1553		5<-18<-29<-6
6	0		6
7	1238		7<-6
8	3153		8<-17<-22<-9<-29<-6
9	1105		9<-29<-6
10	2516		10<-26<-13<-18<-29<-6
11	3182		11<-12<-22<-9<-29<-6
12	1528		12<-22<-9<-29<-6
13	434		13<-18<-29<-6
14	1462		14<-24<-13<-18<-29<-6
15	1645		15<-26<-13<-18<-29<-6
16	2322		16<-18<-29<-6
17	1234		17<-22<-9<-29<-6
18	336		18<-29<-6
19	2412		19<-20<-15<-26<-13<-18<-29<-6
20	2126		20<-15<-26<-13<-18<-29<-6
21	1251		21<-6
22	1227		22<-9<-29<-6
23	684		23<-28<-13<-18<-29<-6
24	1314		24<-13<-18<-29<-6
25	1721		25<-21<-6
26	999		26<-13<-18<-29<-6
27	1077		27<-13<-18<-29<-6
28	483		28<-13<-18<-29<-6
29	276		29<-6
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	3058		0<-19<-7<-22<-15<-18<-20
1	1290		1<-17<-25<-20
2	1061		2<-17<-25<-20
3	1405		3<-19<-7<-22<-15<-18<-20
4	1658		4<-26<-21<-9<-18<-20
5	2295		5<-29<-25<-20
6	2444		6<-19<-7<-22<-15<-18<-20
7	813		7<-22<-15<-18<-20
8	1105		8<-17<-25<-20
9	434		9<-18<-20
10	195		10<-20
11	1135		11<-18<-20
12	1574		12<-22<-15<-18<-20
13	727		13<-17<-25<-20
14	615		14<-20
15	294		15<-18<-20
16	1100		16<-9<-18<-20
17	561		17<-25<-20
18	177		18<-20
19	1372		19<-7<-22<-15<-18<-20
20	0		20
21	614		21<-9<-18<-20
22	450		22<-15<-18<-20
23	1605		23<-20
24	952		24<-7<-22<-15<-18<-20
25	306		25<-20
26	774		26<-21<-9<-18<-20
27	1090		27<-2<-17<-25<-20
28	1287		28<-7<-22<-15<-18<-20
29	411		29<-25<-20
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	267		1<-0
2	1536		2<-25<-1<-0
3	1371		3<-28<-1<-0
4	2258		4<-26<-1<-0
5	2985		5<-4<-26<-1<-0
6	425		6<-21<-7<-16<-0
7	129		7<-16<-0
8	1541		8<-24<-16<-0
9	1188		9<-26<-1<-0
10	1460		10<-22<-21<-7<-16<-0
11	821		11<-21<-7<-16<-0
12	2077		12<-23<-1<-0
13	1636		13<-27<-0
14	1172		14<-24<-16<-0
15	1297		15<-27<-0
16	18		16<-0
17	488		17<-26<-1<-0
18	1613		18<-27<-0
19	2768		19<-16<-0
20	1191		20<-28<-1<-0
21	165		21<-7<-16<-0
22	320		22<-21<-7<-16<-0
23	987		23<-1<-0
24	366		24<-16<-0
25	1294		25<-1<-0
26	390		26<-1<-0
27	226		27<-0
28	935		28<-1<-0
29	840		29<-0
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	2157		0<-27<-23
1	1548		1<-27<-23
2	2202		2<-26<-23
3	1782		3<-20<-10<-27<-23
4	1896		4<-3<-20<-10<-27<-23
5	2358		5<-28<-29<-27<-23
6	3067		6<-21<-23
7	1546		7<-22<-23
8	1675		8<-21<-23
9	1358		9<-22<-23
10	1196		10<-27<-23
11	1783		11<-22<-23
12	1616		12<-22<-23
13	2185		13<-22<-23
14	1464		14<-23
15	2001		15<-21<-23
16	1639		16<-1<-27<-23
17	2075		17<-4<-3<-20<-10<-27<-23
18	1979		18<-29<-27<-23
19	1774		19<-7<-22<-23
20	1478		20<-10<-27<-23
21	606		21<-23
22	1304		22<-23
23	0		23
24	2468		24<-27<-23
25	2761		25<-17<-4<-3<-20<-10<-27<-23
26	1419		26<-23
27	1015		27<-23
28	2010		28<-29<-27<-23
29	1374		29<-27<-23
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	3794		0<-24<-27<-28<-12
1	1125		1<-28<-12
2	2390		2<-28<-12
3	4146		3<-16<-22<-12
4	2551		4<-27<-28<-12
5	2884		5<-17<-14<-28<-12
6	959		6<-28<-12
7	4369		7<-24<-27<-28<-12
8	4101		8<-20<-21<-12
9	3218		9<-27<-28<-12
10	2968		10<-11<-22<-12
11	1813		11<-22<-12
12	0		12
13	2770		13<-27<-28<-12
14	1159		14<-28<-12
15	2754		15<-27<-28<-12
16	3240		16<-22<-12
17	2530		17<-14<-28<-12
18	3231		18<-27<-28<-12
19	2113		19<-6<-28<-12
20	3749		20<-21<-12
21	1984		21<-12
22	880		22<-12
23	3606		23<-6<-28<-12
24	2873		24<-27<-28<-12
25	3645		25<-17<-14<-28<-12
26	2540		26<-27<-28<-12
27	2456		27<-28<-12
28	681		28<-12
29	2952		29<-1<-28<-12
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	2415		0<-24<-29<-17
1	1799		1<-23<-24<-29<-17
2	1915		2<-21<-25<-29<-17
3	1170		3<-29<-17
4	2440		4<-18<-17
5	178		5<-17
6	1057		6<-5<-17
7	1736		7<-26<-5<-17
8	2019		8<-29<-17
9	1145		9<-24<-29<-17
10	2195		10<-23<-24<-29<-17
11	401		11<-17
12	1088		12<-29<-17
13	1979		13<-25<-29<-17
14	561		14<-29<-17
15	1230		15<-14<-29<-17
16	1262		16<-3<-29<-17
17	0		17
18	1902		18<-17
19	1474		19<-29<-17
20	1167		20<-23<-24<-29<-17
21	1456		21<-25<-29<-17
22	1836		22<-16<-3<-29<-17
23	747		23<-24<-29<-17
24	162		24<-29<-17
25	1137		25<-29<-17
26	776		26<-5<-17
27	2398		27<-22<-16<-3<-29<-17
28	2016		28<-11<-17
29	36		29<-17
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	2479		0<-26<-10
1	164		1<-26<-10
2	1270		2<-20<-10
3	860		3<-23<-28<-20<-10
4	971		4<-23<-28<-20<-10
5	1303		5<-28<-20<-10
6	1163		6<-28<-20<-10
7	2447		7<-28<-20<-10
8	1375		8<-9<-29<-10
9	1042		9<-29<-10
10	0		10
11	311		11<-26<-10
12	977		12<-13<-23<-28<-20<-10
13	952		13<-23<-28<-20<-10
14	1868		14<-24<-19<-13<-23<-28<-20<-10
15	1642		15<-25<-6<-28<-20<-10
16	1960		16<-8<-9<-29<-10
17	1381		17<-28<-20<-10
18	1242		18<-19<-13<-23<-28<-20<-10
19	1192		19<-13<-23<-28<-20<-10
20	241		20<-10
21	1244		21<-10
22	1677		22<-24<-19<-13<-23<-28<-20<-10
23	769		23<-28<-20<-10
24	1359		24<-19<-13<-23<-28<-20<-10
25	1491		25<-6<-28<-20<-10
26	28		26<-10
27	1647		27<-26<-10
28	646		28<-20<-10
29	817		29<-10
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	1534		0<-23<-10
1	1984		1<-21<-17<-10
2	1644		2<-23<-10
3	2145		3<-28<-4<-23<-10
4	1150		4<-23<-10
5	2179		5<-22<-23<-10
6	502		6<-23<-10
7	1823		7<-22<-23<-10
8	2433		8<-27<-22<-23<-10
9	1601		9<-10
10	0		10
11	1148		11<-22<-23<-10
12	2735		12<-17<-10
13	2132		13<-19<-10
14	1755		14<-23<-10
15	874		15<-23<-10
16	1116		16<-15<-23<-10
17	810		17<-10
18	1968		18<-20<-15<-23<-10
19	1161		19<-10
20	1495		20<-15<-23<-10
21	972		21<-17<-10
22	692		22<-23<-10
23	335		23<-10
24	2001		24<-22<-23<-10
25	1969		25<-18<-20<-15<-23<-10
26	1795		26<-19<-10
27	1995		27<-22<-23<-10
28	2051		28<-4<-23<-10
