Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
12	1804		12<-19<-2<-15<-20<-24
13	778		13<-8<-15<-20<-24
14	1148		14<-15<-20<-24
15	545		15<-20<-24
16	504		16<-20<-24
17	867		17<-8<-15<-20<-24
18	1317		18<-14<-15<-20<-24
19	1338		19<-2<-15<-20<-24
20	468		20<-24
21	1457		21<-3<-5<-15<-20<-24
22	873		22<-24
23	1138		23<-3<-5<-15<-20<-24
24	0		24
25	2350		25<-28<-11<-3<-5<-15<-20<-24
26	1715		26<-14<-15<-20<-24
27	1128		27<-2<-15<-20<-24
28	1008		28<-11<-3<-5<-15<-20<-24
29	1536		29<-16<-20<-24
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	940		0<-7<-8
1	780		1<-24<-13<-11<-8
2	1664		2<-3<-23<-1<-24<-13<-11<-8
3	1460		3<-23<-1<-24<-13<-11<-8
4	494		4<-7<-8
5	2178		5<-12<-13<-11<-8
6	1954		6<-1<-24<-13<-11<-8
7	416		7<-8
8	0		8
9	1537		9<-18<-8
10	1882		10<-25<-16<-13<-11<-8
11	471		11<-8
12	536		12<-13<-11<-8
13	472		13<-11<-8
14	1442		14<-13<-11<-8
15	1438		15<-12<-13<-11<-8
16	731		16<-13<-11<-8
17	1907		17<-3<-23<-1<-24<-13<-11<-8
18	252		18<-8
19	1589		19<-27<-11<-8
20	541		20<-7<-8
21	1313		21<-24<-13<-11<-8
22	1950		22<-17<-3<-23<-1<-24<-13<-11<-8
23	963		23<-1<-24<-13<-11<-8
24	761		24<-13<-11<-8
25	1549		25<-16<-13<-11<-8
26	1996		26<-3<-23<-1<-24<-13<-11<-8
27	709		27<-11<-8
28	1776		28<-8
29	1213		29<-18<-8
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	1824		0<-17<-20<-2
1	1940		1<-12<-7<-2
2	0		2
3	2323		3<-7<-2
4	573		4<-2
5	1884		5<-23<-27<-19<-4<-2
6	2880		6<-23<-27<-19<-4<-2
7	1364		7<-2
8	2105		8<-13<-24<-17<-20<-2
9	2088		9<-14<-7<-2
10	1933		10<-25<-28<-20<-2
11	2074		11<-5<-23<-27<-19<-4<-2
12	1917		12<-7<-2
13	1755		13<-24<-17<-20<-2
14	1434		14<-7<-2
15	1606		15<-19<-4<-2
16	2460		16<-4<-2
17	1421		17<-20<-2
18	2597		18<-26<-7<-2
19	787		19<-4<-2
20	1151		20<-2
21	2034		21<-22<-27<-19<-4<-2
22	1480		22<-27<-19<-4<-2
23	1761		23<-27<-19<-4<-2
24	1531		24<-17<-20<-2
25	1920		25<-28<-20<-2
26	1905		26<-7<-2
27	1338		27<-19<-4<-2
28	1493		28<-20<-2
29	2348		29<-27<-19<-4<-2
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	256		0<-11<-7<-25
1	1514		1<-19<-25
2	161		2<-25
3	1005		3<-0<-11<-7<-25
4	1142		4<-15<-19<-25
5	1636		5<-24<-17<-2<-25
6	986		6<-20<-2<-25
7	210		7<-25
8	1316		8<-23<-14<-11<-7<-25
9	1218		9<-13<-3<-0<-11<-7<-25
10	1143		10<-15<-19<-25
11	211		11<-7<-25
12	1793		12<-20<-2<-25
13	1068		13<-3<-0<-11<-7<-25
14	274		14<-11<-7<-25
15	1030		15<-19<-25
16	2245		16<-4<-15<-19<-25
17	1221		17<-2<-25
18	570		18<-0<-11<-7<-25
19	938		19<-25
20	764		20<-2<-25
21	2210		21<-0<-11<-7<-25
22	853		22<-28<-2<-25
23	934		23<-14<-11<-7<-25
24	1295		24<-17<-2<-25
25	0		25
26	942		26<-18<-0<-11<-7<-25
27	1499		27<-22<-28<-2<-25
28	421		28<-2<-25
29	614		29<-0<-11<-7<-25
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	2320		0<-15<-13<-2<-19
1	1013		1<-13<-2<-19
2	189		2<-19
3	1076		3<-1<-13<-2<-19
4	1211		4<-29<-5<-2<-19
5	673		5<-2<-19
6	1190		6<-2<-19
7	1188		7<-19
8	1745		8<-12<-7<-19
9	1869		9<-24<-29<-5<-2<-19
10	1040		10<-19
11	1709		11<-23<-12<-7<-19
12	1576		12<-7<-19
13	197		13<-2<-19
14	1911		14<-21<-19
15	1547		15<-13<-2<-19
16	1927		16<-9<-24<-29<-5<-2<-19
17	1442		17<-27<-1<-13<-2<-19
18	1363		18<-7<-19
19	0		19
20	1437		20<-10<-19
21	1465		21<-19
22	1394		22<-18<-7<-19
23	1626		23<-12<-7<-19
24	1317		24<-29<-5<-2<-19
25	1813		25<-12<-7<-19
26	1763		26<-11<-23<-12<-7<-19
27	1422		27<-1<-13<-2<-19
28	1143		28<-5<-2<-19
29	1175		29<-5<-2<-19
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	641		0<-5<-4
1	1112		1<-3<-0<-5<-4
2	930		2<-12<-5<-4
3	743		3<-0<-5<-4
4	0		4
5	579		5<-4
6	1424		6<-21<-8<-4
7	576		7<-4
8	698		8<-4
9	948		9<-11<-5<-4
10	1147		10<-24<-11<-5<-4
11	855		11<-5<-4
12	734		12<-5<-4
13	1419		13<-3<-0<-5<-4
14	1859		14<-21<-8<-4
15	1861		15<-16<-5<-4
16	1558		16<-5<-4
17	1479		17<-9<-11<-5<-4
18	777		18<-12<-5<-4
19	1842		19<-12<-5<-4
20	1022		20<-3<-0<-5<-4
21	1021		21<-8<-4
22	860		22<-4
23	1413		23<-18<-12<-5<-4
24	861		24<-11<-5<-4
25	1053		25<-0<-5<-4
26	1843		26<-12<-5<-4
27	1717		27<-13<-3<-0<-5<-4
28	1489		28<-21<-8<-4
29	1252		29<-12<-5<-4
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1127		0<-11<-25<-4
1	373		1<-8<-4
2	2002		2<-12<-11<-25<-4
3	2325		3<-8<-4
4	0		4
5	2421		5<-19<-21<-8<-4
6	1405		6<-25<-4
7	1768		7<-4
8	280		8<-4
9	1109		9<-22<-21<-8<-4
10	1134		10<-0<-11<-25<-4
11	939		11<-25<-4
12	1431		12<-11<-25<-4
13	1555		13<-11<-25<-4
14	1363		14<-16<-24<-4
15	865		15<-25<-4
16	802		16<-24<-4
17	1060		17<-15<-25<-4
18	1289		18<-25<-4
19	2406		19<-21<-8<-4
20	1960		20<-10<-0<-11<-25<-4
21	514		21<-8<-4
22	733		22<-21<-8<-4
23	1892		23<-13<-11<-25<-4
24	403		24<-4
25	552		25<-4
26	1023		26<-1<-8<-4
27	1177		27<-11<-25<-4
28	1967		28<-24<-4
29	2028		29<-23<-13<-11<-25<-4
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	2981		0<-23<-5<-21<-6<-17<-28<-20
1	2017		1<-11<-18<-17<-28<-20
2	1762		2<-18<-17<-28<-20
3	1648		3<-18<-17<-28<-20
4	2241		4<-10<-20
5	1992		5<-21<-6<-17<-28<-20
6	1475		6<-17<-28<-20
7	2075		7<-25<-17<-28<-20
8	1852		8<-18<-17<-28<-20
9	1627		9<-6<-17<-28<-20
10	1865		10<-20
11	1964		11<-18<-17<-28<-20
12	2428		12<-6<-17<-28<-20
13	1916		13<-17<-28<-20
14	2618		14<-4<-10<-20
15	1767		15<-17<-28<-20
16	2116		16<-11<-18<-17<-28<-20
17	1463		17<-28<-20
18	1499		18<-17<-28<-20
19	2404		19<-4<-10<-20
20	0		20
21	1494		21<-6<-17<-28<-20
22	2285		22<-10<-20
23	2288		23<-5<-21<-6<-17<-28<-20
24	2102		24<-15<-17<-28<-20
25	1515		25<-17<-28<-20
26	1821		26<-28<-20
27	2354		27<-2<-18<-17<-28<-20
28	934		28<-20
29	1810		29<-20
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	462		0<-7<-14
1	579		1<-16<-7<-14
2	610		2<-9<-7<-14
3	732		3<-2<-9<-7<-14
4	902		4<-23<-13<-7<-14
5	146		5<-14
6	802		6<-3<-2<-9<-7<-14
7	28		7<-14
8	503		8<-27<-16<-7<-14
9	490		9<-7<-14
10	2065		10<-22<-5<-14
11	708		11<-7<-14
12	177		12<-16<-7<-14
13	138		13<-7<-14
14	0		14
15	1018		15<-2<-9<-7<-14
16	134		16<-7<-14
17	728		17<-7<-14
18	695		18<-16<-7<-14
19	836		19<-3<-2<-9<-7<-14
20	971		20<-12<-16<-7<-14
21	790		21<-16<-7<-14
22	1316		22<-5<-14
23	563		23<-13<-7<-14
24	1957		24<-29<-12<-16<-7<-14
25	1662		25<-3<-2<-9<-7<-14
26	1741		26<-12<-16<-7<-14
27	362		27<-16<-7<-14
28	2374		28<-29<-12<-16<-7<-14
29	902		29<-12<-16<-7<-14
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	433		0<-22<-3<-2
1	1193		1<-6<-5<-3<-2
2	0		2
3	228		3<-2
4	2174		4<-11<-15<-22<-3<-2
5	1017		5<-3<-2
6	1117		6<-5<-3<-2
7	888		7<-16<-3<-2
8	588		8<-16<-3<-2
9	1645		9<-1<-6<-5<-3<-2
10	1153		10<-20<-2
11	718		11<-15<-22<-3<-2
12	994		12<-7<-16<-3<-2
13	481		13<-16<-3<-2
14	851		14<-27<-2
15	471		15<-22<-3<-2
16	403		16<-3<-2
17	1154		17<-0<-22<-3<-2
18	1470		18<-5<-3<-2
19	1086		19<-20<-2
20	611		20<-2
21	290		21<-3<-2
22	262		22<-3<-2
23	1547		23<-22<-3<-2
24	1900		24<-1<-6<-5<-3<-2
25	1463		25<-8<-16<-3<-2
26	872		26<-15<-22<-3<-2
27	650		27<-2
28	1575		28<-2
29	502		29<-3<-2
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	652		0<-26<-7<-17
1	1383		1<-26<-7<-17
2	1086		2<-6<-14<-7<-17
3	636		3<-29<-14<-7<-17
4	1475		4<-20<-8<-5<-16<-7<-17
5	597		5<-16<-7<-17
6	851		6<-14<-7<-17
7	410		7<-17
8	788		8<-5<-16<-7<-17
9	535		9<-16<-7<-17
10	1745		10<-4<-20<-8<-5<-16<-7<-17
11	1058		11<-27<-29<-14<-7<-17
12	1581		12<-8<-5<-16<-7<-17
13	417		13<-17
14	427		14<-7<-17
15	1147		15<-2<-6<-14<-7<-17
16	447		16<-7<-17
17	0		17
18	884		18<-6<-14<-7<-17
19	2640		19<-13<-17
20	873		20<-8<-5<-16<-7<-17
21	1705		21<-0<-26<-7<-17
22	912		22<-16<-7<-17
23	1789		23<-16<-7<-17
24	2066		24<-29<-14<-7<-17
25	1231		25<-15<-2<-6<-14<-7<-17
26	604		26<-7<-17
27	762		27<-29<-14<-7<-17
28	846		28<-0<-26<-7<-17
29	466		29<-14<-7<-17
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	975		1<-7<-0
2	1672		2<-24<-17<-0
3	1071		3<-24<-17<-0
4	2202		4<-0
5	2238		5<-19<-11<-17<-0
6	556		6<-7<-0
7	415		7<-0
8	1351		8<-16<-7<-0
9	726		9<-7<-0
10	1366		10<-7<-0
11	766		11<-17<-0
12	1235		12<-0
13	1853		13<-17<-0
14	1089		14<-6<-7<-0
15	1170		15<-16<-7<-0
16	981		16<-7<-0
17	665		17<-0
18	1121		18<-3<-24<-17<-0
19	901		19<-11<-17<-0
20	928		20<-17<-0
21	1149		21<-19<-11<-17<-0
22	2423		22<-9<-7<-0
23	800		23<-11<-17<-0
24	837		24<-17<-0
25	1107		25<-17<-0
26	1099		26<-0
27	2252		27<-4<-0
28	1394		28<-14<-6<-7<-0
29	1273		29<-18<-3<-24<-17<-0
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	1925		0<-21<-10<-23<-15<-25
1	1243		1<-25
2	1288		2<-23<-15<-25
3	2261		3<-17<-27<-15<-25
4	1974		4<-10<-23<-15<-25
5	613		5<-23<-15<-25
6	2232		6<-25
7	2085		7<-10<-23<-15<-25
8	2802		8<-29<-18<-12<-10<-23<-15<-25
9	2129		9<-13<-4<-10<-23<-15<-25
10	995		10<-23<-15<-25
11	1063		11<-15<-25
12	1001		12<-10<-23<-15<-25
13	2018		13<-4<-10<-23<-15<-25
14	2112		14<-5<-23<-15<-25
15	225		15<-25
16	1901		16<-15<-25
17	1879		17<-27<-15<-25
18	1571		18<-12<-10<-23<-15<-25
19	1659		19<-10<-23<-15<-25
20	1713		20<-23<-15<-25
21	1715		21<-10<-23<-15<-25
22	1641		22<-23<-15<-25
23	569		23<-15<-25
24	2103		24<-22<-23<-15<-25
25	0		25
26	2487		26<-9<-13<-4<-10<-23<-15<-25
27	1394		27<-15<-25
28	1942		28<-0<-21<-10<-23<-15<-25
29	2002		29<-18<-12<-10<-23<-15<-25
