Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
34	1100		34<-35<-30<-39<-21
35	410		35<-30<-39<-21
36	1784		36<-33<-32<-39<-21
37	1263		37<-12<-30<-39<-21
38	1040		38<-24<-39<-21
39	196		39<-21
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	1393		0<-36<-25
1	836		1<-37<-39<-25
2	1480		2<-36<-25
3	2215		3<-34<-37<-39<-25
4	2513		4<-29<-33<-39<-25
5	2733		5<-30<-39<-25
6	1827		6<-38<-2<-36<-25
7	3573		7<-30<-39<-25
8	2183		8<-35<-39<-25
9	2093		9<-36<-25
10	1688		10<-11<-37<-39<-25
11	1506		11<-37<-39<-25
12	787		12<-37<-39<-25
13	1915		13<-36<-25
14	2959		14<-32<-6<-38<-2<-36<-25
15	3425		15<-16<-31<-12<-37<-39<-25
16	2516		16<-31<-12<-37<-39<-25
17	2189		17<-31<-12<-37<-39<-25
18	3513		18<-38<-2<-36<-25
19	2245		19<-34<-37<-39<-25
20	4380		20<-39<-25
21	2178		21<-33<-39<-25
22	3990		22<-39<-25
23	1606		23<-36<-25
24	1208		24<-25
25	0		25
26	2186		26<-39<-25
27	2640		27<-31<-12<-37<-39<-25
28	2148		28<-38<-2<-36<-25
29	1322		29<-33<-39<-25
30	2301		30<-39<-25
31	2171		31<-12<-37<-39<-25
32	1941		32<-6<-38<-2<-36<-25
33	1292		33<-39<-25
34	1491		34<-37<-39<-25
35	1031		35<-39<-25
36	1050		36<-25
37	784		37<-39<-25
38	1535		38<-2<-36<-25
39	361		39<-25
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	38		0<-30
1	2189		1<-26<-18<-25<-0<-30
2	2487		2<-39<-24<-28<-30
3	477		3<-34<-0<-30
4	1644		4<-34<-0<-30
5	2042		5<-31<-26<-18<-25<-0<-30
6	1135		6<-35<-34<-0<-30
7	851		7<-23<-34<-0<-30
8	869		8<-25<-0<-30
9	1330		9<-28<-30
10	1123		10<-34<-0<-30
11	877		11<-36<-34<-0<-30
12	1101		12<-32<-34<-0<-30
13	1049		13<-37<-34<-0<-30
14	1077		14<-35<-34<-0<-30
15	279		15<-30
16	2014		16<-33<-25<-0<-30
17	481		17<-34<-0<-30
18	829		18<-25<-0<-30
19	1247		19<-24<-28<-30
20	767		20<-30
21	1227		21<-35<-34<-0<-30
22	1064		22<-15<-30
23	278		23<-34<-0<-30
24	1044		24<-28<-30
25	464		25<-0<-30
26	953		26<-18<-25<-0<-30
27	1112		27<-12<-32<-34<-0<-30
28	863		28<-30
29	884		29<-15<-30
30	0		30
31	1199		31<-26<-18<-25<-0<-30
32	1074		32<-34<-0<-30
33	1129		33<-25<-0<-30
34	83		34<-0<-30
35	785		35<-34<-0<-30
36	760		36<-34<-0<-30
37	921		37<-34<-0<-30
38	844		38<-30
39	1253		39<-24<-28<-30
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	2836		0<-22<-23<-19<-20
1	2146		1<-27<-23<-19<-20
2	2274		2<-1<-27<-23<-19<-20
3	2598		3<-28<-20
4	2261		4<-37<-14<-27<-23<-19<-20
5	1750		5<-23<-19<-20
6	2014		6<-31<-12<-28<-20
7	2011		7<-27<-23<-19<-20
8	2741		8<-37<-14<-27<-23<-19<-20
9	2310		9<-24<-19<-20
10	2263		10<-31<-12<-28<-20
11	2183		11<-34<-24<-19<-20
12	1726		12<-28<-20
13	2096		13<-23<-19<-20
14	1723		14<-27<-23<-19<-20
15	2738		15<-32<-20
16	2039		16<-24<-19<-20
17	2247		17<-37<-14<-27<-23<-19<-20
18	3636		18<-30<-31<-12<-28<-20
19	739		19<-20
20	0		20
21	1899		21<-12<-28<-20
22	1593		22<-23<-19<-20
23	1038		23<-19<-20
24	1316		24<-19<-20
25	2402		25<-32<-20
26	2474		26<-21<-12<-28<-20
27	1696		27<-23<-19<-20
28	1587		28<-20
29	2417		29<-27<-23<-19<-20
30	2268		30<-31<-12<-28<-20
31	1991		31<-12<-28<-20
32	1779		32<-20
33	2266		33<-7<-27<-23<-19<-20
34	1722		34<-24<-19<-20
35	1691		35<-28<-20
36	2077		36<-34<-24<-19<-20
37	2182		37<-14<-27<-23<-19<-20
38	2432		38<-24<-19<-20
39	1488		39<-20
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	966		0<-23
1	2045		1<-21<-10<-31<-23
2	1930		2<-33<-18<-36<-25<-6<-23
3	1581		3<-22<-9<-37<-10<-31<-23
4	2165		4<-33<-18<-36<-25<-6<-23
5	1177		5<-37<-10<-31<-23
6	382		6<-23
7	2812		7<-8<-23
8	752		8<-23
9	1348		9<-37<-10<-31<-23
10	719		10<-31<-23
11	1980		11<-28<-10<-31<-23
12	2514		12<-27<-24<-36<-25<-6<-23
13	2094		13<-33<-18<-36<-25<-6<-23
14	1294		14<-31<-23
15	2709		15<-33<-18<-36<-25<-6<-23
16	2371		16<-24<-36<-25<-6<-23
17	1909		17<-23
18	1622		18<-36<-25<-6<-23
19	702		19<-23
20	2887		20<-21<-10<-31<-23
21	1611		21<-10<-31<-23
22	1439		22<-9<-37<-10<-31<-23
23	0		23
24	1813		24<-36<-25<-6<-23
25	883		25<-6<-23
26	1690		26<-31<-23
27	2031		27<-24<-36<-25<-6<-23
28	1751		28<-10<-31<-23
29	1431		29<-10<-31<-23
30	1155		30<-23
31	611		31<-23
32	2025		32<-18<-36<-25<-6<-23
33	1878		33<-18<-36<-25<-6<-23
34	1933		34<-38<-29<-10<-31<-23
35	2103		35<-9<-37<-10<-31<-23
36	892		36<-25<-6<-23
37	1160		37<-10<-31<-23
38	1861		38<-29<-10<-31<-23
39	1807		39<-0<-23
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	1689		0<-28<-22<-38<-4<-23
1	2069		1<-25<-31<-18<-38<-4<-23
2	1304		2<-29<-28<-22<-38<-4<-23
3	3335		3<-24<-38<-4<-23
4	413		4<-23
5	2636		5<-26<-39<-4<-23
6	1855		6<-29<-28<-22<-38<-4<-23
7	1378		7<-24<-38<-4<-23
8	1089		8<-37<-23
9	1381		9<-23
10	1275		10<-39<-4<-23
11	1717		11<-31<-18<-38<-4<-23
12	1201		12<-38<-4<-23
13	1955		13<-38<-4<-23
14	1488		14<-22<-38<-4<-23
15	1707		15<-28<-22<-38<-4<-23
16	1382		16<-29<-28<-22<-38<-4<-23
17	1715		17<-37<-23
18	852		18<-38<-4<-23
19	1457		19<-26<-39<-4<-23
20	1855		20<-33<-38<-4<-23
21	1587		21<-30<-22<-38<-4<-23
22	773		22<-38<-4<-23
23	0		23
24	999		24<-38<-4<-23
25	1526		25<-31<-18<-38<-4<-23
26	1454		26<-39<-4<-23
27	1125		27<-28<-22<-38<-4<-23
28	862		28<-22<-38<-4<-23
29	1187		29<-28<-22<-38<-4<-23
30	1366		30<-22<-38<-4<-23
31	926		31<-18<-38<-4<-23
32	1867		32<-7<-24<-38<-4<-23
33	1850		33<-38<-4<-23
34	1625		34<-16<-29<-28<-22<-38<-4<-23
35	1987		35<-20<-33<-38<-4<-23
36	1180		36<-38<-4<-23
37	877		37<-23
38	739		38<-4<-23
39	1001		39<-4<-23
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	3093		0<-26<-8
1	2302		1<-26<-8
2	2034		2<-30<-22<-8
3	1200		3<-29<-33<-8
4	1553		4<-27<-8
5	1271		5<-30<-22<-8
6	870		6<-27<-8
7	685		7<-33<-8
8	0		8
9	659		9<-8
10	2431		10<-25<-8
11	1548		11<-38<-33<-8
12	1960		12<-29<-33<-8
13	2321		13<-39<-36<-25<-8
14	1551		14<-25<-8
15	2536		15<-23<-38<-33<-8
16	1699		16<-23<-38<-33<-8
17	1267		17<-33<-8
18	1912		18<-22<-8
19	1564		19<-38<-33<-8
20	764		20<-30<-22<-8
21	2155		21<-5<-30<-22<-8
22	261		22<-8
23	1300		23<-38<-33<-8
24	1875		24<-14<-25<-8
25	707		25<-8
26	773		26<-8
27	832		27<-8
28	2342		28<-24<-14<-25<-8
29	1148		29<-33<-8
30	399		30<-22<-8
31	1766		31<-9<-8
32	1571		32<-17<-33<-8
33	654		33<-8
34	2201		34<-23<-38<-33<-8
35	1805		35<-23<-38<-33<-8
36	1497		36<-25<-8
37	1451		37<-9<-8
38	844		38<-33<-8
39	1927		39<-36<-25<-8
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	2755		0<-23<-25<-6<-7
1	3101		1<-35<-27<-3<-36<-6<-7
2	2576		2<-34<-30<-6<-7
3	1473		3<-36<-6<-7
4	2181		4<-26<-6<-7
5	2297		5<-31<-7
6	297		6<-7
7	0		7
8	1568		8<-30<-6<-7
9	2103		9<-31<-7
10	2652		10<-38<-11<-32<-3<-36<-6<-7
11	2039		11<-32<-3<-36<-6<-7
12	1836		12<-34<-30<-6<-7
13	1882		13<-30<-6<-7
14	1706		14<-36<-6<-7
15	2739		15<-33<-13<-30<-6<-7
16	1811		16<-39<-3<-36<-6<-7
17	2958		17<-37<-27<-3<-36<-6<-7
18	3686		18<-32<-3<-36<-6<-7
19	2176		19<-39<-3<-36<-6<-7
20	2512		20<-26<-6<-7
21	2024		21<-6<-7
22	2018		22<-14<-36<-6<-7
23	2003		23<-25<-6<-7
24	2111		24<-16<-39<-3<-36<-6<-7
25	1602		25<-6<-7
26	1884		26<-6<-7
27	1530		27<-3<-36<-6<-7
28	2382		28<-34<-30<-6<-7
29	2070		29<-11<-32<-3<-36<-6<-7
30	1259		30<-6<-7
31	2037		31<-7
32	2033		32<-3<-36<-6<-7
33	2094		33<-13<-30<-6<-7
34	1811		34<-30<-6<-7
35	1589		35<-27<-3<-36<-6<-7
36	1391		36<-6<-7
37	1905		37<-27<-3<-36<-6<-7
38	2647		38<-11<-32<-3<-36<-6<-7
39	1677		39<-3<-36<-6<-7
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	813		0<-38<-3<-23<-1
1	0		1
2	395		2<-1
3	635		3<-23<-1
4	1894		4<-3<-23<-1
5	1127		5<-37<-21<-20<-23<-1
6	1348		6<-39<-2<-1
7	1335		7<-27<-14<-23<-1
8	551		8<-21<-20<-23<-1
9	2763		9<-24<-2<-1
10	1687		10<-37<-21<-20<-23<-1
11	2109		11<-35<-7<-27<-14<-23<-1
12	948		12<-13<-21<-20<-23<-1
13	652		13<-21<-20<-23<-1
14	467		14<-23<-1
15	1116		15<-27<-14<-23<-1
16	1237		16<-37<-21<-20<-23<-1
17	1482		17<-24<-2<-1
18	1070		18<-22<-28<-1
19	2569		19<-36<-3<-23<-1
20	468		20<-23<-1
21	522		21<-20<-23<-1
22	730		22<-28<-1
23	402		23<-1
24	836		24<-2<-1
25	1398		25<-33<-26<-0<-38<-3<-23<-1
26	1154		26<-0<-38<-3<-23<-1
27	904		27<-14<-23<-1
28	297		28<-1
29	1306		29<-38<-3<-23<-1
30	1041		30<-24<-2<-1
31	1631		31<-21<-20<-23<-1
32	1234		32<-1
33	1345		33<-26<-0<-38<-3<-23<-1
34	1784		34<-13<-21<-20<-23<-1
35	1348		35<-7<-27<-14<-23<-1
36	1929		36<-3<-23<-1
37	984		37<-21<-20<-23<-1
38	670		38<-3<-23<-1
39	1214		39<-2<-1
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	2404		0<-29<-4<-36<-33<-20
1	1970		1<-31<-19<-20
2	2503		2<-33<-20
3	3156		3<-25<-14<-35<-19<-20
4	1528		4<-36<-33<-20
5	2078		5<-4<-36<-33<-20
6	1242		6<-33<-20
7	1424		7<-35<-19<-20
8	3399		8<-32<-4<-36<-33<-20
9	1219		9<-35<-19<-20
10	2288		10<-37<-6<-33<-20
11	1551		11<-39<-9<-35<-19<-20
12	1959		12<-39<-9<-35<-19<-20
13	2045		13<-33<-20
14	2079		14<-35<-19<-20
15	2253		15<-33<-20
16	2237		16<-34<-38<-20
17	1829		17<-31<-19<-20
18	2446		18<-34<-38<-20
19	1030		19<-20
20	0		20
21	1884		21<-11<-39<-9<-35<-19<-20
22	2336		22<-27<-13<-33<-20
23	2114		23<-7<-35<-19<-20
24	1926		24<-30<-35<-19<-20
25	2299		25<-14<-35<-19<-20
26	1406		26<-33<-20
27	2168		27<-13<-33<-20
28	2437		28<-14<-35<-19<-20
29	1838		29<-4<-36<-33<-20
30	1733		30<-35<-19<-20
31	1101		31<-19<-20
32	2115		32<-4<-36<-33<-20
33	235		33<-20
34	1848		34<-38<-20
35	1104		35<-19<-20
36	1135		36<-33<-20
37	1987		37<-6<-33<-20
38	1613		38<-20
39	1264		39<-9<-35<-19<-20
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	569		0<-33<-32<-38<-25<-21
1	1105		1<-28<-31<-22<-21
2	1329		2<-29<-11<-21
3	1104		3<-36<-21
4	1016		4<-34<-20<-31<-22<-21
5	271		5<-22<-21
6	338		6<-22<-21
7	275		7<-31<-22<-21
8	1803		8<-7<-31<-22<-21
9	1371		9<-10<-31<-22<-21
10	629		10<-31<-22<-21
11	49		11<-21
12	1045		12<-22<-21
13	2223		13<-37<-30<-7<-31<-22<-21
14	1298		14<-34<-20<-31<-22<-21
15	1680		15<-36<-21
16	1953		16<-29<-11<-21
17	1625		17<-39<-21
18	2215		18<-24<-0<-33<-32<-38<-25<-21
19	764		19<-30<-7<-31<-22<-21
20	280		20<-31<-22<-21
21	0		21
22	126		22<-21
23	921		23<-39<-21
24	992		24<-0<-33<-32<-38<-25<-21
25	192		25<-21
26	440		26<-6<-22<-21
27	853		27<-22<-21
28	516		28<-31<-22<-21
29	555		29<-11<-21
30	287		30<-7<-31<-22<-21
31	161		31<-22<-21
32	369		32<-38<-25<-21
33	481		33<-32<-38<-25<-21
34	461		34<-20<-31<-22<-21
35	1149		35<-34<-20<-31<-22<-21
36	389		36<-21
37	707		37<-30<-7<-31<-22<-21
38	316		38<-25<-21
39	86		39<-21
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	2345		0<-35<-32<-33<-20
1	1632		1<-21<-31<-30<-33<-20
2	1276		2<-22<-33<-20
3	1267		3<-30<-33<-20
4	1939		4<-28<-22<-33<-20
5	2068		5<-23<-12<-22<-33<-20
6	2921		6<-33<-20
7	2574		7<-35<-32<-33<-20
8	1343		8<-38<-14<-21<-31<-30<-33<-20
9	1485		9<-21<-31<-30<-33<-20
10	2261		10<-33<-20
11	1845		11<-28<-22<-33<-20
12	1294		12<-22<-33<-20
13	1683		13<-38<-14<-21<-31<-30<-33<-20
14	1162		14<-21<-31<-30<-33<-20
15	2094		15<-16<-30<-33<-20
16	1137		16<-30<-33<-20
17	1910		17<-33<-20
18	1570		18<-35<-32<-33<-20
19	1701		19<-30<-33<-20
20	0		20
21	1129		21<-31<-30<-33<-20
22	1018		22<-33<-20
23	1730		23<-12<-22<-33<-20
24	2236		24<-28<-22<-33<-20
25	1813		25<-22<-33<-20
26	1407		26<-33<-20
27	1644		27<-3<-30<-33<-20
28	1529		28<-22<-33<-20
29	1720		29<-21<-31<-30<-33<-20
30	641		30<-33<-20
31	1120		31<-30<-33<-20
32	1000		32<-33<-20
33	2		33<-20
34	1626		34<-38<-14<-21<-31<-30<-33<-20
35	1155		35<-32<-33<-20
36	2023		36<-26<-33<-20
37	1823		37<-16<-30<-33<-20
38	1315		38<-14<-21<-31<-30<-33<-20
39	1662		39<-8<-38<-14<-21<-31<-30<-33<-20
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1534		0<-38<-15<-30<-24<-32<-18
1	1825		1<-27<-9<-33<-32<-18
2	1966		2<-28<-35<-30<-24<-32<-18
3	2000		3<-24<-32<-18
4	1205		4<-5<-33<-32<-18
5	1187		5<-33<-32<-18
6	524		6<-32<-18
7	1648		7<-26<-15<-30<-24<-32<-18
8	1460		8<-33<-32<-18
9	1115		9<-33<-32<-18
10	1120		10<-30<-24<-32<-18
11	1060		11<-24<-32<-18
12	1078		12<-30<-24<-32<-18
13	1318		13<-30<-24<-32<-18
14	1548		14<-23<-10<-30<-24<-32<-18
15	870		15<-30<-24<-32<-18
16	1301		16<-15<-30<-24<-32<-18
17	3466		17<-24<-32<-18
18	0		18
19	1707		19<-26<-15<-30<-24<-32<-18
20	2077		20<-36<-24<-32<-18
21	2141		21<-28<-35<-30<-24<-32<-18
22	928		22<-6<-32<-18
23	1239		23<-10<-30<-24<-32<-18
24	634		24<-32<-18
25	1508		25<-30<-24<-32<-18
26	1053		26<-15<-30<-24<-32<-18
27	1241		27<-9<-33<-32<-18
28	1802		28<-35<-30<-24<-32<-18
29	1288		29<-22<-6<-32<-18
30	739		30<-24<-32<-18
31	1277		31<-12<-30<-24<-32<-18
32	466		32<-18
33	1110		33<-32<-18
34	1306		34<-32<-18
35	1125		35<-30<-24<-32<-18
36	1563		36<-24<-32<-18
37	1583		37<-25<-30<-24<-32<-18
38	1516		38<-15<-30<-24<-32<-18
39	2145		39<-18
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 32
Cel	Dystans	Sciezka	
0	1164		0<-37<-18<-29<-32
1	813		1<-28<-18<-29<-32
2	670		2<-32
3	1144		3<-4<-32
4	274		4<-32
5	22		5<-32
6	756		6<-35<-4<-32
7	1228		7<-39<-25<-29<-32
8	1045		8<-31<-6<-35<-4<-32
9	2008		9<-36<-1<-28<-18<-29<-32
10	1376		10<-24<-32
11	2300		11<-39<-25<-29<-32
12	1077		12<-30<-4<-32
13	1009		13<-30<-4<-32
14	422		14<-32
15	933		15<-28<-18<-29<-32
16	1435		16<-30<-4<-32
17	844		17<-25<-29<-32
18	626		18<-29<-32
19	1918		19<-24<-32
20	1057		20<-28<-18<-29<-32
21	672		21<-32
22	811		22<-30<-4<-32
23	1680		23<-6<-35<-4<-32
24	718		24<-32
25	604		25<-29<-32
26	837		26<-25<-29<-32
27	1235		27<-35<-4<-32
28	711		28<-18<-29<-32
29	95		29<-32
30	766		30<-4<-32
31	765		31<-6<-35<-4<-32
32	0		32
33	651		33<-25<-29<-32
34	1245		34<-18<-29<-32
35	733		35<-4<-32
36	1188		36<-1<-28<-18<-29<-32
37	761		37<-18<-29<-32
38	1331		38<-13<-30<-4<-32
39	752		39<-25<-29<-32
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	1255		0<-1<-21<-37<-34
1	1100		1<-21<-37<-34
2	1671		2<-29<-3<-37<-34
3	770		3<-37<-34
4	523		4<-30<-37<-34
5	933		5<-4<-30<-37<-34
6	1315		6<-35<-4<-30<-37<-34
7	1163		7<-23<-9<-29<-3<-37<-34
8	1169		8<-23<-9<-29<-3<-37<-34
9	1039		9<-29<-3<-37<-34
10	1707		10<-28<-0<-1<-21<-37<-34
11	2007		11<-21<-37<-34
12	1131		12<-13<-34
13	996		13<-34
14	1759		14<-38<-0<-1<-21<-37<-34
15	1436		15<-38<-0<-1<-21<-37<-34
16	1198		16<-23<-9<-29<-3<-37<-34
17	2350		17<-16<-23<-9<-29<-3<-37<-34
18	1372		18<-34
19	1291		19<-27<-37<-34
20	1981		20<-23<-9<-29<-3<-37<-34
21	807		21<-37<-34
22	2005		22<-13<-34
23	1044		23<-9<-29<-3<-37<-34
24	1206		24<-29<-3<-37<-34
25	1458		25<-28<-0<-1<-21<-37<-34
26	994		26<-37<-34
27	1041		27<-37<-34
28	1320		28<-0<-1<-21<-37<-34
29	1009		29<-3<-37<-34
30	514		30<-37<-34
31	1781		31<-26<-37<-34
32	1246		32<-27<-37<-34
33	1185		33<-12<-13<-34
34	0		34
35	1060		35<-4<-30<-37<-34
36	948		36<-21<-37<-34
37	310		37<-34
38	1341		38<-0<-1<-21<-37<-34
39	1624		39<-13<-34
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	657		0<-29<-9
1	1560		1<-23<-31<-29<-9
2	818		2<-37<-36<-29<-9
3	1754		3<-30<-24<-9
4	785		4<-24<-9
5	2430		5<-35<-33<-29<-9
6	696		6<-30<-24<-9
7	1519		7<-36<-29<-9
8	922		8<-37<-36<-29<-9
9	0		9
10	1784		10<-24<-9
11	1014		11<-30<-24<-9
12	1387		12<-33<-29<-9
13	1815		13<-30<-24<-9
14	705		14<-30<-24<-9
15	1344		15<-35<-33<-29<-9
16	1831		16<-27<-14<-30<-24<-9
17	1643		17<-23<-31<-29<-9
18	604		18<-33<-29<-9
19	949		19<-36<-29<-9
20	472		20<-24<-9
21	1223		21<-11<-30<-24<-9
22	1191		22<-14<-30<-24<-9
23	1426		23<-31<-29<-9
24	282		24<-9
25	1079		25<-30<-24<-9
26	1194		26<-4<-24<-9
27	1087		27<-14<-30<-24<-9
28	1316		28<-0<-29<-9
29	431		29<-9
30	539		30<-24<-9
31	774		31<-29<-9
32	1749		32<-38<-31<-29<-9
33	583		33<-29<-9
34	2044		34<-33<-29<-9
35	858		35<-33<-29<-9
36	570		36<-29<-9
37	716		37<-36<-29<-9
38	1537		38<-31<-29<-9
39	1849		39<-29<-9
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 28
Cel	Dystans	Sciezka	
0	1373		0<-37<-6<-21<-28
1	862		1<-27<-21<-28
2	1687		2<-35<-33<-10<-28
3	1189		3<-32<-9<-21<-28
4	553		4<-21<-28
5	2200		5<-4<-21<-28
6	986		6<-21<-28
7	821		7<-32<-9<-21<-28
8	1285		8<-39<-29<-9<-21<-28
9	314		9<-21<-28
10	79		10<-28
11	1869		11<-33<-10<-28
12	908		12<-39<-29<-9<-21<-28
13	750		13<-27<-21<-28
14	1615		14<-28
15	1758		15<-30<-13<-27<-21<-28
16	1458		16<-35<-33<-10<-28
17	1204		17<-27<-21<-28
18	1240		18<-31<-35<-33<-10<-28
19	759		19<-35<-33<-10<-28
20	289		20<-28
21	138		21<-28
22	1337		22<-7<-32<-9<-21<-28
23	723		23<-32<-9<-21<-28
24	1279		24<-32<-9<-21<-28
25	630		25<-9<-21<-28
26	1161		26<-37<-6<-21<-28
27	692		27<-21<-28
28	0		28
29	745		29<-9<-21<-28
30	896		30<-13<-27<-21<-28
31	720		31<-35<-33<-10<-28
32	498		32<-9<-21<-28
33	392		33<-10<-28
34	712		34<-33<-10<-28
35	715		35<-33<-10<-28
36	1377		36<-3<-32<-9<-21<-28
37	1052		37<-6<-21<-28
38	793		38<-31<-35<-33<-10<-28
39	812		39<-29<-9<-21<-28
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	2266		0<-39<-24<-21<-9<-31
1	1238		1<-31
2	2106		2<-1<-31
3	3215		3<-37<-28<-1<-31
4	1221		4<-21<-9<-31
5	1420		5<-28<-1<-31
6	1910		6<-22<-9<-31
7	1668		7<-37<-28<-1<-31
8	309		8<-9<-31
9	257		9<-31
10	1727		10<-38<-11<-31
11	1103		11<-31
12	2061		12<-13<-14<-32<-26<-5<-28<-1<-31
13	1970		13<-14<-32<-26<-5<-28<-1<-31
14	1848		14<-32<-26<-5<-28<-1<-31
15	1975		15<-33<-19<-37<-28<-1<-31
16	1751		16<-26<-5<-28<-1<-31
17	2970		17<-22<-9<-31
18	1927		18<-22<-9<-31
19	1804		19<-37<-28<-1<-31
20	1863		20<-30<-5<-28<-1<-31
21	987		21<-9<-31
22	1454		22<-9<-31
23	1831		23<-11<-31
24	1795		24<-21<-9<-31
25	2268		25<-37<-28<-1<-31
26	1658		26<-5<-28<-1<-31
27	2302		27<-28<-1<-31
28	1407		28<-1<-31
29	1872		29<-14<-32<-26<-5<-28<-1<-31
30	1422		30<-5<-28<-1<-31
31	0		31
32	1792		32<-26<-5<-28<-1<-31
33	1848		33<-19<-37<-28<-1<-31
34	1618		34<-31
35	1408		35<-9<-31
36	1882		36<-26<-5<-28<-1<-31
37	1494		37<-28<-1<-31
38	1619		38<-11<-31
39	1812		39<-24<-21<-9<-31
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1794		0<-33<-26<-13
1	1987		1<-0<-33<-26<-13
2	3084		2<-36<-13
3	1637		3<-30<-11<-33<-26<-13
4	1445		4<-33<-26<-13
5	2620		5<-39<-11<-33<-26<-13
6	1743		6<-27<-13
7	1981		7<-37<-0<-33<-26<-13
8	2361		8<-39<-11<-33<-26<-13
9	2788		9<-35<-26<-13
10	3440		10<-38<-1<-0<-33<-26<-13
11	1244		11<-33<-26<-13
12	2149		12<-23<-14<-35<-26<-13
13	0		13
14	1874		14<-35<-26<-13
15	1145		15<-33<-26<-13
16	1759		16<-30<-11<-33<-26<-13
17	2742		17<-38<-1<-0<-33<-26<-13
18	3706		18<-32<-26<-13
19	2788		19<-38<-1<-0<-33<-26<-13
20	2097		20<-32<-26<-13
21	2715		21<-27<-13
22	3047		22<-6<-27<-13
23	2136		23<-14<-35<-26<-13
24	2038		24<-14<-35<-26<-13
25	2432		25<-30<-11<-33<-26<-13
26	1096		26<-13
27	1557		27<-13
28	1803		28<-27<-13
29	2670		29<-25<-30<-11<-33<-26<-13
30	1451		30<-11<-33<-26<-13
31	2233		31<-1<-0<-33<-26<-13
32	1655		32<-26<-13
33	1127		33<-26<-13
34	2689		34<-38<-1<-0<-33<-26<-13
35	1586		35<-26<-13
36	2290		36<-13
37	1858		37<-0<-33<-26<-13
38	2430		38<-1<-0<-33<-26<-13
39	2115		39<-11<-33<-26<-13
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	2335		0<-29<-6<-23
1	3252		1<-24<-17<-23
2	2236		2<-22<-6<-23
3	2512		3<-38<-12<-23
4	2681		4<-31<-23
5	2151		5<-22<-6<-23
6	1441		6<-23
7	3054		7<-28<-29<-6<-23
8	2098		8<-29<-6<-23
9	2339		9<-22<-6<-23
10	2417		10<-35<-23
11	2277		11<-22<-6<-23
12	1917		12<-23
13	2474		13<-24<-17<-23
14	2646		14<-13<-24<-17<-23
15	1717		15<-35<-23
16	1899		16<-23
17	1398		17<-23
18	3150		18<-28<-29<-6<-23
19	1418		19<-23
20	3547		20<-19<-23
21	2292		21<-36<-8<-29<-6<-23
22	1502		22<-6<-23
23	0		23
24	1484		24<-17<-23
25	3183		25<-23
26	2387		26<-2<-22<-6<-23
27	2420		27<-10<-35<-23
28	2325		28<-29<-6<-23
29	1620		29<-6<-23
30	2242		30<-6<-23
31	1598		31<-23
32	2324		32<-15<-35<-23
33	2370		33<-34<-17<-23
34	2078		34<-17<-23
35	1101		35<-23
36	2240		36<-8<-29<-6<-23
37	2259		37<-5<-22<-6<-23
38	2305		38<-12<-23
39	2483		39<-11<-22<-6<-23
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	912		1<-30<-0
2	3300		2<-3<-36<-31<-0
3	2543		3<-36<-31<-0
4	1035		4<-29<-0
5	2401		5<-27<-1<-30<-0
6	1698		6<-33<-39<-12<-29<-0
7	2054		7<-35<-21<-31<-0
8	1997		8<-35<-21<-31<-0
