Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
9	3665		9<-38<-8<-39<-18
10	3396		10<-37<-17<-36<-39<-18
11	2455		11<-39<-18
12	2494		12<-37<-17<-36<-39<-18
13	2420		13<-37<-17<-36<-39<-18
14	3624		14<-13<-37<-17<-36<-39<-18
15	4861		15<-37<-17<-36<-39<-18
16	246		16<-39<-18
17	2152		17<-36<-39<-18
18	0		18
19	4029		19<-39<-18
20	1410		20<-21<-39<-18
21	544		21<-39<-18
22	1791		22<-39<-18
23	2562		23<-22<-39<-18
24	2803		24<-23<-22<-39<-18
25	2947		25<-39<-18
26	4340		26<-36<-39<-18
27	5115		27<-37<-17<-36<-39<-18
28	4376		28<-29<-36<-39<-18
29	3253		29<-36<-39<-18
30	3272		30<-38<-8<-39<-18
31	2588		31<-37<-17<-36<-39<-18
32	2628		32<-36<-39<-18
33	4938		33<-39<-18
34	2763		34<-36<-39<-18
35	3416		35<-8<-39<-18
36	1842		36<-39<-18
37	2298		37<-17<-36<-39<-18
38	2049		38<-8<-39<-18
39	157		39<-18
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	2925		0<-36<-35<-38<-4<-5
1	2159		1<-35<-38<-4<-5
2	2883		2<-1<-35<-38<-4<-5
3	4275		3<-35<-38<-4<-5
4	104		4<-5
5	0		5
6	2705		6<-38<-4<-5
7	5846		7<-39<-23<-36<-35<-38<-4<-5
8	1685		8<-38<-4<-5
9	2018		9<-8<-38<-4<-5
10	2212		10<-9<-8<-38<-4<-5
11	2875		11<-36<-35<-38<-4<-5
12	2143		12<-36<-35<-38<-4<-5
13	5500		13<-39<-23<-36<-35<-38<-4<-5
14	5758		14<-36<-35<-38<-4<-5
15	5063		15<-37<-11<-36<-35<-38<-4<-5
16	4631		16<-36<-35<-38<-4<-5
17	3514		17<-36<-35<-38<-4<-5
18	4702		18<-36<-35<-38<-4<-5
19	2436		19<-20<-36<-35<-38<-4<-5
20	2372		20<-36<-35<-38<-4<-5
21	6545		21<-36<-35<-38<-4<-5
22	3245		22<-23<-36<-35<-38<-4<-5
23	1939		23<-36<-35<-38<-4<-5
24	3260		24<-25<-38<-4<-5
25	2088		25<-38<-4<-5
26	3166		26<-38<-4<-5
27	5751		27<-38<-4<-5
28	2852		28<-36<-35<-38<-4<-5
29	4674		29<-36<-35<-38<-4<-5
30	1950		30<-38<-4<-5
31	2366		31<-38<-4<-5
32	5236		32<-37<-11<-36<-35<-38<-4<-5
33	6048		33<-39<-23<-36<-35<-38<-4<-5
34	1830		34<-35<-38<-4<-5
35	1714		35<-38<-4<-5
36	1742		36<-35<-38<-4<-5
37	3858		37<-11<-36<-35<-38<-4<-5
38	1263		38<-4<-5
39	3664		39<-23<-36<-35<-38<-4<-5
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	6958		0<-35<-39<-32<-38<-27
1	4194		1<-36<-28<-27
2	6097		2<-36<-28<-27
3	4386		3<-38<-27
4	4496		4<-39<-32<-38<-27
5	4735		5<-37<-38<-27
6	8627		6<-7<-38<-27
7	5294		7<-38<-27
8	6392		8<-9<-39<-32<-38<-27
9	5842		9<-39<-32<-38<-27
10	8180		10<-38<-27
11	3661		11<-36<-28<-27
12	4534		12<-38<-27
13	2543		13<-38<-27
14	4279		14<-38<-27
15	4703		15<-39<-32<-38<-27
16	2886		16<-38<-27
17	7066		17<-36<-28<-27
18	6377		18<-38<-27
19	6639		19<-39<-32<-38<-27
20	3980		20<-36<-28<-27
21	5731		21<-36<-28<-27
22	7342		22<-21<-36<-28<-27
23	4649		23<-39<-32<-38<-27
24	4227		24<-37<-38<-27
25	2095		25<-38<-27
26	7334		26<-27
27	0		27
28	1912		28<-27
29	3390		29<-28<-27
30	5251		30<-29<-28<-27
31	7635		31<-36<-28<-27
32	4201		32<-38<-27
33	4781		33<-36<-28<-27
34	6684		34<-39<-32<-38<-27
35	4599		35<-39<-32<-38<-27
36	3168		36<-28<-27
37	4069		37<-38<-27
38	2059		38<-27
39	4305		39<-32<-38<-27
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	1437		0<-39<-24
1	2238		1<-36<-3<-39<-24
2	3096		2<-1<-36<-3<-39<-24
3	1096		3<-39<-24
4	1895		4<-37<-22<-39<-24
5	4561		5<-4<-37<-22<-39<-24
6	2041		6<-39<-24
7	2878		7<-8<-38<-23<-22<-39<-24
8	2096		8<-38<-23<-22<-39<-24
9	4255		9<-8<-38<-23<-22<-39<-24
10	3763		10<-36<-3<-39<-24
11	2386		11<-37<-22<-39<-24
12	3584		12<-37<-22<-39<-24
13	4035		13<-37<-22<-39<-24
14	1422		14<-38<-23<-22<-39<-24
15	1762		15<-39<-24
16	2242		16<-38<-23<-22<-39<-24
17	2636		17<-39<-24
18	3483		18<-37<-22<-39<-24
19	1838		19<-39<-24
20	1684		20<-38<-23<-22<-39<-24
21	5236		21<-22<-39<-24
22	882		22<-39<-24
23	1008		23<-22<-39<-24
24	0		24
25	1330		25<-24
26	2314		26<-38<-23<-22<-39<-24
27	3260		27<-37<-22<-39<-24
28	1993		28<-37<-22<-39<-24
29	1531		29<-38<-23<-22<-39<-24
30	3344		30<-37<-22<-39<-24
31	1981		31<-36<-3<-39<-24
32	3003		32<-37<-22<-39<-24
33	1293		33<-38<-23<-22<-39<-24
34	1414		34<-38<-23<-22<-39<-24
35	2334		35<-8<-38<-23<-22<-39<-24
36	1572		36<-3<-39<-24
37	1181		37<-22<-39<-24
38	1196		38<-23<-22<-39<-24
39	850		39<-24
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	3039		0<-39<-33<-34<-36<-37<-27
1	4786		1<-37<-27
2	3593		2<-37<-27
3	5247		3<-38<-10<-36<-37<-27
4	4978		4<-39<-33<-34<-36<-37<-27
5	2041		5<-6<-37<-27
6	1566		6<-37<-27
7	1719		7<-6<-37<-27
8	3602		8<-38<-10<-36<-37<-27
9	3512		9<-10<-36<-37<-27
10	2710		10<-36<-37<-27
11	3301		11<-37<-27
12	2526		12<-13<-37<-27
13	1633		13<-37<-27
14	1867		14<-13<-37<-27
15	3497		15<-16<-36<-37<-27
16	2386		16<-36<-37<-27
17	3211		17<-16<-36<-37<-27
18	8664		18<-36<-37<-27
19	4831		19<-38<-10<-36<-37<-27
20	5127		20<-36<-37<-27
21	4044		21<-38<-10<-36<-37<-27
22	3367		22<-36<-37<-27
23	1080		23<-37<-27
24	3305		24<-36<-37<-27
25	2781		25<-36<-37<-27
26	1644		26<-27
27	0		27
28	3073		28<-37<-27
29	4515		29<-39<-33<-34<-36<-37<-27
30	5688		30<-39<-33<-34<-36<-37<-27
31	2872		31<-37<-27
32	2558		32<-36<-37<-27
33	2593		33<-34<-36<-37<-27
34	2554		34<-36<-37<-27
35	2657		35<-6<-37<-27
36	1573		36<-37<-27
37	1060		37<-27
38	3072		38<-10<-36<-37<-27
39	2822		39<-33<-34<-36<-37<-27
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	2977		0<-36<-28<-29<-39<-8<-37<-16
1	2181		1<-37<-16
2	3140		2<-3<-37<-16
3	2564		3<-37<-16
4	3473		4<-36<-28<-29<-39<-8<-37<-16
5	5114		5<-39<-8<-37<-16
6	4829		6<-36<-28<-29<-39<-8<-37<-16
7	3566		7<-36<-28<-29<-39<-8<-37<-16
8	661		8<-37<-16
9	2286		9<-8<-37<-16
10	2833		10<-36<-28<-29<-39<-8<-37<-16
11	1589		11<-12<-37<-16
12	606		12<-37<-16
13	1305		13<-12<-37<-16
14	1173		14<-38<-39<-8<-37<-16
15	1979		15<-38<-39<-8<-37<-16
16	0		16
17	3680		17<-37<-16
18	1092		18<-39<-8<-37<-16
19	1224		19<-18<-39<-8<-37<-16
20	1660		20<-39<-8<-37<-16
21	2085		21<-20<-39<-8<-37<-16
22	2881		22<-38<-39<-8<-37<-16
23	6855		23<-22<-38<-39<-8<-37<-16
24	2946		24<-39<-8<-37<-16
25	5779		25<-39<-8<-37<-16
26	4156		26<-36<-28<-29<-39<-8<-37<-16
27	4049		27<-28<-29<-39<-8<-37<-16
28	846		28<-29<-39<-8<-37<-16
29	728		29<-39<-8<-37<-16
30	882		30<-39<-8<-37<-16
31	4267		31<-39<-8<-37<-16
32	5260		32<-39<-8<-37<-16
33	2571		33<-36<-28<-29<-39<-8<-37<-16
34	4718		34<-33<-36<-28<-29<-39<-8<-37<-16
35	3399		35<-36<-28<-29<-39<-8<-37<-16
36	2023		36<-28<-29<-39<-8<-37<-16
37	512		37<-16
38	914		38<-39<-8<-37<-16
39	704		39<-8<-37<-16
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	7020		0<-35<-34<-33<-39<-19
1	3987		1<-38<-11<-36<-19
2	6445		2<-3<-37<-20<-36<-19
3	3417		3<-37<-20<-36<-19
4	6277		4<-3<-37<-20<-36<-19
5	4908		5<-37<-20<-36<-19
6	4087		6<-38<-11<-36<-19
7	3645		7<-39<-19
8	2049		8<-36<-19
9	5773		9<-10<-39<-19
10	1788		10<-39<-19
11	1431		11<-36<-19
12	1861		12<-36<-19
13	4363		13<-12<-36<-19
14	4446		14<-15<-37<-20<-36<-19
15	3068		15<-37<-20<-36<-19
16	4794		16<-38<-11<-36<-19
17	1822		17<-36<-19
18	2254		18<-36<-19
19	0		19
20	1780		20<-36<-19
21	3299		21<-20<-36<-19
22	4281		22<-21<-20<-36<-19
23	5823		23<-37<-20<-36<-19
24	5558		24<-39<-19
25	4350		25<-26<-39<-19
26	3719		26<-39<-19
27	1429		27<-36<-19
28	3660		28<-38<-11<-36<-19
29	4707		29<-36<-19
30	1344		30<-39<-19
31	2831		31<-30<-39<-19
32	2323		32<-36<-19
33	1278		33<-39<-19
34	2144		34<-33<-39<-19
35	3050		35<-34<-33<-39<-19
36	1307		36<-19
37	2744		37<-20<-36<-19
38	3121		38<-11<-36<-19
39	1036		39<-19
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
0	1840		0<-35<-39
1	3086		1<-0<-35<-39
2	2553		2<-36<-7<-39
3	3344		3<-37<-35<-39
4	2380		4<-37<-35<-39
5	3272		5<-4<-37<-35<-39
6	3949		6<-38<-31<-39
7	822		7<-39
8	1144		8<-39
9	3244		9<-39
10	3512		10<-39
11	2599		11<-38<-31<-39
12	2450		12<-38<-31<-39
13	3005		13<-38<-31<-39
14	635		14<-39
15	891		15<-39
16	5108		16<-39
17	3373		17<-36<-7<-39
18	5719		18<-19<-38<-31<-39
19	3028		19<-38<-31<-39
20	3934		20<-37<-35<-39
21	1292		21<-39
22	1699		22<-23<-39
23	390		23<-39
24	1646		24<-23<-39
25	3702		25<-39
26	2971		26<-36<-7<-39
27	3457		27<-37<-35<-39
28	1667		28<-39
29	4014		29<-37<-35<-39
30	1434		30<-31<-39
31	460		31<-39
32	1195		32<-31<-39
33	4332		33<-36<-7<-39
34	609		34<-35<-39
35	419		35<-39
36	2329		36<-7<-39
37	1734		37<-35<-39
38	1093		38<-31<-39
39	0		39
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	2644		0<-36<-15
1	2451		1<-37<-39<-15
2	1399		2<-38<-39<-15
3	1126		3<-38<-39<-15
4	1234		4<-5<-36<-15
5	993		5<-36<-15
6	2785		6<-5<-36<-15
7	3903		7<-36<-15
8	3974		8<-7<-36<-15
9	5398		9<-36<-15
10	4535		10<-11<-39<-15
11	2639		11<-39<-15
12	1166		12<-36<-15
13	1067		13<-38<-39<-15
14	219		14<-15
15	0		15
16	2544		16<-38<-39<-15
17	3217		17<-38<-39<-15
18	2875		18<-19<-39<-15
19	944		19<-39<-15
20	946		20<-39<-15
21	1033		21<-39<-15
22	3757		22<-23<-36<-15
23	1015		23<-36<-15
24	1757		24<-37<-39<-15
25	1921		25<-39<-15
26	4006		26<-37<-39<-15
27	2406		27<-39<-15
28	1419		28<-39<-15
29	802		29<-39<-15
30	2386		30<-36<-15
31	608		31<-36<-15
32	2316		32<-39<-15
33	1936		33<-37<-39<-15
34	3223		34<-39<-15
35	2113		35<-5<-36<-15
36	606		36<-15
37	1220		37<-39<-15
38	797		38<-39<-15
39	391		39<-15
Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	4846		0<-35<-3<-36<-26
1	5144		1<-39<-13<-36<-26
2	6352		2<-1<-39<-13<-36<-26
3	3778		3<-36<-26
4	7779		4<-37<-33<-36<-26
5	5139		5<-38<-33<-36<-26
6	5281		6<-7<-37<-33<-36<-26
7	5230		7<-37<-33<-36<-26
8	8259		8<-9<-10<-38<-33<-36<-26
9	4346		9<-10<-38<-33<-36<-26
10	4189		10<-38<-33<-36<-26
11	3739		11<-36<-26
12	5019		12<-36<-26
13	3852		13<-36<-26
14	4370		14<-39<-13<-36<-26
15	4086		15<-39<-13<-36<-26
16	3628		16<-36<-26
17	5749		17<-37<-33<-36<-26
18	6056		18<-39<-13<-36<-26
19	7913		19<-36<-26
20	9446		20<-38<-33<-36<-26
21	7336		21<-38<-33<-36<-26
22	5008		22<-37<-33<-36<-26
23	3870		23<-36<-26
24	7976		24<-36<-26
25	3589		25<-36<-26
26	0		26
27	4855		27<-37<-33<-36<-26
28	3846		28<-36<-26
29	3969		29<-36<-26
30	6150		30<-29<-36<-26
31	4895		31<-38<-33<-36<-26
32	4280		32<-36<-26
33	3786		33<-36<-26
34	6381		34<-33<-36<-26
35	3787		35<-3<-36<-26
36	2634		36<-26
37	4044		37<-33<-36<-26
38	3960		38<-33<-36<-26
39	3928		39<-13<-36<-26
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1891		0<-36<-37<-18
1	2631		1<-32<-35<-18
2	2700		2<-39<-13<-32<-35<-18
3	1974		3<-35<-18
4	2223		4<-35<-18
5	1171		5<-6<-35<-18
6	775		6<-35<-18
7	2265		7<-31<-18
8	1826		8<-37<-18
9	3045		9<-31<-18
10	1911		10<-11<-30<-18
11	1427		11<-30<-18
12	1211		12<-31<-18
13	1647		13<-32<-35<-18
14	1563		14<-32<-35<-18
15	1859		15<-29<-35<-18
16	1220		16<-35<-18
17	1659		17<-37<-18
18	0		18
19	4766		19<-31<-18
20	1942		20<-31<-18
21	2212		21<-22<-30<-18
22	2117		22<-30<-18
23	1684		23<-36<-37<-18
24	1733		24<-37<-18
25	3153		25<-38<-5<-6<-35<-18
26	2763		26<-36<-37<-18
27	3358		27<-26<-36<-37<-18
28	2377		28<-36<-37<-18
29	1618		29<-35<-18
30	1377		30<-18
31	787		31<-18
32	1240		32<-35<-18
33	1397		33<-16<-35<-18
34	1449		34<-35<-18
35	439		35<-18
36	1631		36<-37<-18
37	1057		37<-18
38	2014		38<-5<-6<-35<-18
39	1980		39<-13<-32<-35<-18
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	2812		0<-38<-12<-39<-30
1	1538		1<-38<-12<-39<-30
2	3138		2<-39<-30
3	4437		3<-4<-38<-12<-39<-30
4	2455		4<-38<-12<-39<-30
5	1286		5<-38<-12<-39<-30
6	1085		6<-29<-30
7	484		7<-30
8	1442		8<-38<-12<-39<-30
9	1568		9<-29<-30
10	1519		10<-38<-12<-39<-30
11	1303		11<-39<-30
12	775		12<-39<-30
13	3353		13<-38<-12<-39<-30
14	1733		14<-39<-30
15	543		15<-39<-30
16	906		16<-38<-12<-39<-30
17	1299		17<-38<-12<-39<-30
18	2482		18<-37<-30
19	1453		19<-30
20	2221		20<-39<-30
21	1886		21<-31<-39<-30
22	1290		22<-34<-37<-30
23	1720		23<-22<-34<-37<-30
24	2288		24<-39<-30
25	2778		25<-32<-19<-30
26	2090		26<-33<-28<-38<-12<-39<-30
27	947		27<-38<-12<-39<-30
28	908		28<-38<-12<-39<-30
29	893		29<-30
30	0		30
31	1481		31<-39<-30
32	1769		32<-19<-30
33	1715		33<-28<-38<-12<-39<-30
34	1082		34<-37<-30
35	1299		35<-27<-38<-12<-39<-30
36	1697		36<-37<-30
37	890		37<-30
38	902		38<-12<-39<-30
39	386		39<-30
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	5403		0<-35<-33<-24
1	5703		1<-35<-33<-24
2	4866		2<-30<-24
3	4504		3<-33<-24
4	5446		4<-33<-24
5	5434		5<-29<-36<-31<-24
6	6211		6<-5<-29<-36<-31<-24
7	5122		7<-37<-31<-24
8	4805		8<-33<-24
9	4739		9<-31<-24
10	5564		10<-32<-8<-33<-24
11	6204		11<-12<-37<-31<-24
12	4971		12<-37<-31<-24
13	5005		13<-34<-37<-31<-24
14	5418		14<-36<-31<-24
15	5510		15<-30<-24
16	5429		16<-30<-24
17	7379		17<-38<-37<-31<-24
18	5664		18<-39<-30<-24
19	5907		19<-32<-8<-33<-24
20	7098		20<-39<-30<-24
21	5268		21<-31<-24
22	6147		22<-31<-24
23	7529		23<-31<-24
24	0		24
25	4790		25<-24
26	5360		26<-37<-31<-24
27	5701		27<-32<-8<-33<-24
28	5877		28<-27<-32<-8<-33<-24
29	5381		29<-36<-31<-24
30	4783		30<-24
31	4460		31<-24
32	4979		32<-8<-33<-24
33	4228		33<-24
34	4888		34<-37<-31<-24
35	5290		35<-33<-24
36	5017		36<-31<-24
37	4791		37<-31<-24
38	5533		38<-37<-31<-24
39	5519		39<-30<-24
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	2755		0<-32<-24<-36<-11
1	755		1<-32<-24<-36<-11
2	1608		2<-29<-32<-24<-36<-11
3	1384		3<-35<-24<-36<-11
4	494		4<-36<-11
5	1576		5<-32<-24<-36<-11
6	1447		6<-7<-32<-24<-36<-11
7	754		7<-32<-24<-36<-11
8	1763		8<-29<-32<-24<-36<-11
9	1871		9<-31<-24<-36<-11
10	1620		10<-32<-24<-36<-11
11	0		11
12	2856		12<-34<-11
13	1414		13<-36<-11
14	1024		14<-36<-11
15	1259		15<-39<-30<-4<-36<-11
16	2613		16<-39<-30<-4<-36<-11
17	1642		17<-39<-30<-4<-36<-11
18	1291		18<-39<-30<-4<-36<-11
19	828		19<-36<-11
20	1655		20<-31<-24<-36<-11
21	1828		21<-35<-24<-36<-11
22	307		22<-36<-11
23	1436		23<-38<-14<-36<-11
24	313		24<-36<-11
25	858		25<-36<-11
26	1524		26<-30<-4<-36<-11
27	1557		27<-26<-30<-4<-36<-11
28	1459		28<-39<-30<-4<-36<-11
29	1436		29<-32<-24<-36<-11
30	1106		30<-4<-36<-11
31	974		31<-24<-36<-11
32	579		32<-24<-36<-11
33	1523		33<-35<-24<-36<-11
34	1581		34<-11
35	634		35<-24<-36<-11
36	276		36<-11
37	853		37<-36<-11
38	1358		38<-14<-36<-11
39	1202		39<-30<-4<-36<-11
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	972		0<-33<-32<-1
1	0		1
2	664		2<-1
3	909		3<-32<-1
4	1201		4<-32<-1
5	682		5<-32<-1
6	1552		6<-33<-32<-1
7	1392		7<-29<-3<-32<-1
8	1211		8<-33<-32<-1
9	542		9<-32<-1
10	505		10<-32<-1
11	1618		11<-10<-32<-1
12	2120		12<-13<-32<-1
13	284		13<-32<-1
14	863		14<-32<-1
15	1788		15<-30<-14<-32<-1
16	1825		16<-34<-2<-1
17	2074		17<-35<-13<-32<-1
18	2740		18<-39<-13<-32<-1
19	1775		19<-32<-1
20	1866		20<-36<-9<-32<-1
21	1572		21<-38<-33<-32<-1
22	1990		22<-33<-32<-1
23	1649		23<-30<-14<-32<-1
24	1183		24<-32<-1
25	1575		25<-34<-2<-1
26	3579		26<-30<-14<-32<-1
27	1791		27<-30<-14<-32<-1
28	1167		28<-32<-1
29	1336		29<-3<-32<-1
30	917		30<-14<-32<-1
31	1749		31<-39<-13<-32<-1
32	248		32<-1
33	957		33<-32<-1
34	1097		34<-2<-1
35	1959		35<-13<-32<-1
36	641		36<-9<-32<-1
37	859		37<-36<-9<-32<-1
38	1386		38<-33<-32<-1
39	1247		39<-13<-32<-1
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	135		0<-32<-26
1	1457		1<-32<-26
2	2010		2<-29<-0<-32<-26
3	2536		3<-35<-11<-32<-26
4	1658		4<-34<-30<-16<-35<-11<-32<-26
5	698		5<-37<-33<-11<-32<-26
6	1767		6<-34<-30<-16<-35<-11<-32<-26
7	751		7<-29<-0<-32<-26
8	560		8<-35<-11<-32<-26
9	1729		9<-34<-30<-16<-35<-11<-32<-26
10	1260		10<-29<-0<-32<-26
11	315		11<-32<-26
12	2829		12<-11<-32<-26
13	1397		13<-33<-11<-32<-26
14	2290		14<-36<-0<-32<-26
15	2303		15<-30<-16<-35<-11<-32<-26
16	806		16<-35<-11<-32<-26
17	2591		17<-38<-29<-0<-32<-26
18	1382		18<-34<-30<-16<-35<-11<-32<-26
19	2613		19<-34<-30<-16<-35<-11<-32<-26
20	988		20<-35<-11<-32<-26
21	1032		21<-35<-11<-32<-26
22	859		22<-35<-11<-32<-26
23	1204		23<-38<-29<-0<-32<-26
24	1213		24<-33<-11<-32<-26
25	1727		25<-24<-33<-11<-32<-26
26	0		26
27	1225		27<-38<-29<-0<-32<-26
28	486		28<-39<-0<-32<-26
29	283		29<-0<-32<-26
30	821		30<-16<-35<-11<-32<-26
31	1202		31<-38<-29<-0<-32<-26
32	37		32<-26
33	674		33<-11<-32<-26
34	1196		34<-30<-16<-35<-11<-32<-26
35	366		35<-11<-32<-26
36	158		36<-0<-32<-26
37	688		37<-33<-11<-32<-26
38	291		38<-29<-0<-32<-26
39	437		39<-0<-32<-26
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	4636		0<-38<-20<-39<-17
1	2713		1<-29<-35<-39<-17
2	724		2<-39<-17
3	1913		3<-4<-32<-8<-9<-39<-17
4	1484		4<-32<-8<-9<-39<-17
5	371		5<-39<-17
6	2000		6<-32<-8<-9<-39<-17
7	2140		7<-8<-9<-39<-17
8	650		8<-9<-39<-17
9	272		9<-39<-17
10	876		10<-9<-39<-17
11	706		11<-39<-17
12	2180		12<-35<-39<-17
13	2739		13<-38<-20<-39<-17
14	1769		14<-32<-8<-9<-39<-17
15	1827		15<-35<-39<-17
16	1095		16<-39<-17
17	0		17
18	883		18<-17
19	3548		19<-39<-17
20	1719		20<-39<-17
21	2554		21<-22<-39<-17
22	2458		22<-39<-17
23	2308		23<-35<-39<-17
24	1677		24<-39<-17
25	1480		25<-32<-8<-9<-39<-17
26	1714		26<-35<-39<-17
27	2217		27<-34<-39<-17
28	1088		28<-33<-2<-39<-17
29	2046		29<-35<-39<-17
30	2054		30<-2<-39<-17
31	1992		31<-14<-32<-8<-9<-39<-17
32	1212		32<-8<-9<-39<-17
33	1069		33<-2<-39<-17
34	1032		34<-39<-17
35	1416		35<-39<-17
36	1440		36<-39<-17
37	606		37<-17
38	1986		38<-20<-39<-17
39	211		39<-17
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 35
Cel	Dystans	Sciezka	
0	2946		0<-37<-36<-5<-6<-35
1	2524		1<-35
2	3354		2<-30<-23<-22<-35
3	1179		3<-36<-5<-6<-35
4	2314		4<-5<-6<-35
5	859		5<-6<-35
6	2		6<-35
7	535		7<-6<-35
8	1781		8<-7<-6<-35
9	1835		9<-39<-22<-35
10	2693		10<-37<-36<-5<-6<-35
11	2615		11<-33<-32<-37<-36<-5<-6<-35
12	3222		12<-34<-7<-6<-35
13	1724		13<-14<-36<-5<-6<-35
14	1700		14<-36<-5<-6<-35
15	1924		15<-32<-37<-36<-5<-6<-35
16	1856		16<-34<-7<-6<-35
17	2004		17<-32<-37<-36<-5<-6<-35
18	2108		18<-32<-37<-36<-5<-6<-35
19	1857		19<-36<-5<-6<-35
20	2482		20<-38<-22<-35
21	2320		21<-30<-23<-22<-35
22	443		22<-35
23	1653		23<-22<-35
24	2691		24<-39<-22<-35
25	1013		25<-35
26	1247		26<-25<-35
27	2042		27<-36<-5<-6<-35
28	2462		28<-37<-36<-5<-6<-35
29	1253		29<-3<-36<-5<-6<-35
30	2306		30<-23<-22<-35
31	836		31<-7<-6<-35
32	1380		32<-37<-36<-5<-6<-35
33	1987		33<-32<-37<-36<-5<-6<-35
34	1521		34<-7<-6<-35
35	0		35
36	914		36<-5<-6<-35
37	1356		37<-36<-5<-6<-35
38	1930		38<-22<-35
39	1473		39<-22<-35
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1100		0<-31<-13
1	1814		1<-32<-37<-21<-31<-13
2	1930		2<-29<-30<-34<-0<-31<-13
3	2562		3<-33<-13
4	918		4<-33<-13
5	1188		5<-31<-13
6	1945		6<-33<-13
7	752		7<-31<-13
8	1832		8<-7<-31<-13
9	960		9<-33<-13
10	1335		10<-31<-13
11	1941		11<-12<-37<-21<-31<-13
12	1458		12<-37<-21<-31<-13
13	0		13
14	1286		14<-13
15	2580		15<-14<-13
16	1993		16<-32<-37<-21<-31<-13
17	1680		17<-38<-31<-13
18	3704		18<-39<-30<-34<-0<-31<-13
19	2412		19<-30<-34<-0<-31<-13
20	1551		20<-39<-30<-34<-0<-31<-13
21	854		21<-31<-13
22	1823		22<-34<-0<-31<-13
23	2404		23<-32<-37<-21<-31<-13
24	1679		24<-39<-30<-34<-0<-31<-13
25	1907		25<-37<-21<-31<-13
26	1421		26<-31<-13
27	1442		27<-33<-13
28	1459		28<-30<-34<-0<-31<-13
29	1653		29<-30<-34<-0<-31<-13
30	1169		30<-34<-0<-31<-13
31	739		31<-13
32	1446		32<-37<-21<-31<-13
33	881		33<-13
34	1131		34<-0<-31<-13
35	1350		35<-13
36	1841		36<-4<-33<-13
37	1182		37<-21<-31<-13
38	1156		38<-31<-13
39	1386		39<-30<-34<-0<-31<-13
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	2280		0<-29<-31<-37<-3<-30
1	1661		1<-29<-31<-37<-3<-30
2	45		2<-30
3	506		3<-30
4	1802		4<-36<-25<-30
5	1760		5<-34<-25<-30
6	1386		6<-36<-25<-30
7	2691		7<-37<-3<-30
8	1994		8<-38<-36<-25<-30
9	1329		9<-36<-25<-30
10	3519		10<-11<-30
11	393		11<-30
12	2030		12<-35<-39<-34<-25<-30
13	2210		13<-31<-37<-3<-30
14	2576		14<-35<-39<-34<-25<-30
15	376		15<-30
16	1628		16<-34<-25<-30
17	1490		17<-36<-25<-30
18	5736		18<-30
19	2181		19<-33<-3<-30
20	2135		20<-38<-36<-25<-30
21	992		21<-34<-25<-30
22	2250		22<-32<-36<-25<-30
23	1932		23<-38<-36<-25<-30
24	1829		24<-34<-25<-30
25	358		25<-30
26	2167		26<-37<-3<-30
27	1319		27<-39<-34<-25<-30
28	807		28<-39<-34<-25<-30
29	1307		29<-31<-37<-3<-30
30	0		30
31	1286		31<-37<-3<-30
32	1817		32<-36<-25<-30
33	1139		33<-3<-30
34	483		34<-25<-30
35	1747		35<-39<-34<-25<-30
